character,line
TONY STARK,You want a stealth mode?
HARLEY KEENER,"Cool, right?"
TONY STARK,That's actually a good idea. Maybe I'll build one.
HARLEY KEENER,Oops!
TONY STARK,"Not a good idea! What are you doing? You're gonna break his finger? He's in pain, he's been injured. Leave him alone."
HARLEY KEENER,S...Sorry.
TONY STARK,"Are you? Don't worry about it, I'll fix it. So, uh, who's home?"
HARLEY KEENER,"Well, my mom already left for the diner and dad went to 7-Eleven to get scratchers. I... I guess he won, 'cause that was six years ago."
TONY STARK,"Mm. Which happens, dads leave. No need to be a pussy about it. Here's what I need: a laptop, a digital watch, a cell phone, the pneumatic actuator from your bazooka over there, a map of town, a big spring, and a tuna fish sandwich."
HARLEY KEENER,What's in it for me?
TONY STARK,Salvation. What's his name?
HARLEY KEENER,Who?
TONY STARK,"The kid that bullies you at school, what's his name?"
HARLEY KEENER,How'd you know that?
TONY STARK,"I got just the thing.  This is a pinata for a cricket. I'm kidding, it's a very powerful weapon. Point it away from your face, press the button on top. It discourages bullying. Non-lethal, just to cover one's ass.  Deal? Deal? What'd you say?"
HARLEY KEENER,Deal.
TONY STARK,Deal?  What's you're name?
HARLEY KEENER,Harley. And you're...
TONY STARK,The mechanic. Tony  You know what keeps going through my head? Where's my sandwich?
COMPUTER VOICE,Stark Secure Server. Retinal scan: Verified.
TONY STARK,"Pepper, it's me.  I've got a lot of apologies to make and not a lot of time. So first off, I'm so sorry I put you in harm's way. That was selfish and stupid and it won't happen again."
PEPPER POTTS,Why were you at the house tonight? What was so important that you had to speak to Tony?
MAYA HANSEN,"I think that my boss is working for the Mandarin. So if you still want to talk about it, I suggest that we get ourselves someplace safe."
PEPPER POTTS,"Your boss works for the Mandarin, you think? But Tony says you're a botanist, so..."
MAYA HANSEN,"That figures. What I actually am is a biological DNA coder running a team of forty out of a privately-funded think tank, but sure you can call me a botanist."
PEPPER POTTS,"This boss of yours, does he have a name?"
MAYA HANSEN,"Yeah, Aldrich Killian."
SAVIN,"Well, we took the house down, sir..."
ALDRICH KILLIAN,Mmhmm.
SAVIN,But there's no sign of a body.
ALDRICH KILLIAN,I see.
SAVIN,No Stark.
ALDRICH KILLIAN,"I have to go.  The Master is about to record and he's a little... Well, you know how he gets. Keep your appointment tonight and call me when it's done.  Alright everybody. No talking and no eye contact, unless you wanna get shot in the face."
MANDARIN LOOK-OUT,The Master is travelling.
THE MANDARIN,Well then. What are we waiting for?
TONY STARK,"The sandwich was fair, the spring was a little rusty, the rest of the materials, I'll make do. By the way, when you said your sister had a watch, I was kinda hoping for something a little more than that."
HARLEY KEENER,"She's six! Anyway, it's limited edition. When can we talk about New York?"
TONY STARK,"Maybe never, relax about it."
HARLEY KEENER,"What about The Avengers, can you talk about them?"
TONY STARK,"I don't know, later. Hey kid, give me a little space.  What's the official story here? What happened?"
HARLEY KEENER,"I guess this guy named Chad Davis, used to live roundabouts, won a bunch of medals in the army. One day, folks said he went crazy and made, you know, a bomb. Then he blew himself up right here."
TONY STARK,"Six people died, right?"
HARLEY KEENER,Yeah.
TONY STARK,Including Chad Davis?
HARLEY KEENER,Yeah.
TONY STARK,"Yeah. That doesn't make sense.  Think about it. Six dead, only five shadows."
HARLEY KEENER,"Yeah, people said these shadows are like the mark of souls gone to Heaven. Except the bomb guy, he went to Hell on account of he didn't get a shadow. That's why there's only five."
TONY STARK,Do you buy that?
HARLEY KEENER,That's what everyone says. You know what this crater reminds me of?
TONY STARK,No idea. I'm not...I don't care.
HARLEY KEENER,"That giant wormhole, in um...in New York. Does it remind you?"
TONY STARK,That's manipulative. I don't want to talk about it.
HARLEY KEENER,Are they coming back? The aliens?
TONY STARK,"Maybe. Can you stop? Remember when I told you, that I have an anxiety issue?"
HARLEY KEENER,Does this subject make you...make you edgy?
TONY STARK,"Yeah, a little bit. Can I just catch my breath for a second?"
HARLEY KEENER,Are there bad guys in Rose Hills? Do you...do you need a plastic bag to breathe into? Do you have medication?
TONY STARK,Nope.
HARLEY KEENER,Do you need to be on it?
TONY STARK,Probably.
HARLEY KEENER,Do you have PTSD?
TONY STARK,I don't think so.
HARLEY KEENER,"Are you...are you going completely mental? I can stop, do you want me to stop? Do you want me to stop?"
TONY STARK,"Remember when I said to stop doing that? I swear to God, you're going to freak me out!  Ah man, you did it, didn't you? You happy now?"
HARLEY KEENER,"What did I say?  Hey, wait up! Wait, wait.  What the hell was that?"
TONY STARK,"Your fault, you spazzed me out. Okay, back to business. Where were we? The guy who died...relatives? Mom? Mrs. Davis, where is she?"
HARLEY KEENER,Where she always is.
TONY STARK,"See, now you're being helpful.  Sorry.  Lady, this uh..."
BRANDT,Thank you.
TONY STARK,"Nice haircut, suits you."
BRANDT,Nice watch.
TONY STARK,"Yeah, limited edition."
BRANDT,"Oh, I don't doubt it.  Well, have a good evening."
TONY STARK,"Mrs. Davis, mind if I join you?"
MRS. DAVIS,Free country.
TONY STARK,It sure is.
MRS. DAVIS,Alright. Where'd you like to start?
TONY STARK,I just want to say I'm sorry about your loss. I want to know what you think happened.
MRS. DAVIS,"Look, I brought your damn file. You take it and go.  Whatever was in here, he wanted no part of it."
TONY STARK,"Clearly, you're waiting for someone else. Yeah? Supposed to meet somebody here?"
MRS. DAVIS,Yeah.
TONY STARK,"Mrs. Davis, your son didn't kill himself, I guarantee you. He didn't kill anyone. Someone used him."
MRS. DAVIS,What?
TONY STARK,As a weapon.
MRS. DAVIS,"You're not the person who called me after all, are you?"
BRANDT,"Actually, I am."
ROSE HILLS SHERIFF,"Hey, hey, hey! What's all this about? What the hell's going on here?"
BRANDT,"It's called an arrest.  Sheriff, is it?"
ROSE HILLS SHERIFF,"Yes ma'am, it is. And you are?"
BRANDT,Homeland Security.  We good here?
ROSE HILLS SHERIFF,"No, we're not good. I need a little more information than that."
BRANDT,"Well, I think it's a little above your pay grade, Sheriff."
ROSE HILLS SHERIFF,"Yeah, well, why don't you get on the horn to Nashville and uh...upgrade me?"
BRANDT,"Alright, you know what? I was hoping to do this the smart way, but uh...the fun way's always good."
ROSE HILLS SHERIFF,"Deputy, get this woman and..."
TONY STARK,"Hey hot wings, you wanna party? You and me, let's go.  Crazy, huh?"
ROSE HILL CHRISTMAS TREE SHOPPER,Yeah.
TONY STARK,"Watch this.   You walked right into this one, I've dated hotter chicks than you."
BRANDT,That's all you got? Cheap trick and a cheesy one-liner?
TONY STARK,"Sweetheart, that could be the name of my autobiography."
HARLEY KEENER,Let me go!
SAVIN,"Help me! Help me!  Hey kid, what would you like for Christmas?"
HARLEY KEENER,"Mr. Stark, I am so sorry!"
SAVIN,"Oh. No, no. I think he was trying to say, ""I want my god damn file."""
TONY STARK,"It's not your fault, kid. Remember what I told you about bullies.  Do you like that, Westworld? That's the thing about smart guys, we always cover our ass."
HARLEY KEENER,You're welcome
TONY STARK,For what? Did I miss something?
HARLEY KEENER,Me saving your life
TONY STARK,"Yeah. A, saved you first. B, thanks, sort of. And C, if you do someone a solid, don't be a yutz, alright? Just play it cool otherwise you come off grandiose."
HARLEY KEENER,"Unlike you? Admit it, you need me. We're connected."
TONY STARK,"What I need is for you to go home, be with your mom, keep your trap shut, guard the suit and stay connected to the telephone because if I call, you better pick up. Okay, can you feel that? We're done here. Move it out the way or I'm going to run you over. Bye kid.  I'm sorry, kid, you did good."
HARLEY KEENER,"So now you're just going to leave me here, like my dad?"
TONY STARK,"Yep  Wait, you're guilt tripping me, aren't you?"
HARLEY KEENER,I'm cold.
TONY STARK,I can tell. You know how I can tell? Cus we're connected.
HARLEY KEENER,It was worth a shot.
GOVERNMENT EMPLOYEE,"Mr Vice President, I think you should see this."
VICE PRESIDENT,"Oh god, not again. Is the President getting this?"
THE MANDARIN,"Mr President. Only two lessons remain and I intend to finish this before Christmas morning. Meet Thomas Richards.  Good strong name. Good strong job. Thomas, here, is an accountant for the Roxxon Oil Corporation.  But I'm sure he's a really good guy. I'm going to shoot him in the head, live on your television in 30 seconds."
THOMAS RICHARDS,No!
THE MANDARIN,"The number for this telephone is in your cell phone. Exciting, isn't it, imagining how it got there? America, if your president calls me in the next half-minute, Tom lives. Go!"
GOVERNMENT OFFICIAL #1,How did he hack my phone?
GOVERNMENT OFFICIAL #2,We can't allow terrorists to dictate...
PRESIDENT ELLIS,I have to make this call.
GOVERNMENT OFFICIAL #2,I'd strongly advise against that.
PRESIDENT ELLIS,This is the right thing to do.
THE MANDARIN,"There's just one lesson left, President Ellis. So run away, hide, kiss your children goodbye. Because nothing, not your army, not your red, white and blue attack dog, can save you. I'll see you soon."
PRESIDENT ELLIS,"Tell Rhodes, find this lunatic right now."
MILITARY AIDE,"Sir, we tracked the broadcast signal. We have a possible point of origin in Pakistan and the Patriot is ready to strike."
PRESIDENT ELLIS,Right now.
MILITARY AIDE,"Yes, sir."
TONY STARK,"Man. Happy, Happy, Happy-"
RHODEY,Don't move! Uh... Hang on a second. Hello?
TONY STARK,"You ever have a chick straddling you and you look up and suddenly she's glowing from the inside out, kind of a bright orange?"
RHODEY,"Yeah, I've had that. Who is this?"
TONY STARK,"It's me, pal. Now, last time I went missing, if I remember correctly, you came looking for me. What are you doing?"
RHODEY,"A little knock-and-talk, making friends in Pakistan. What are you doing?"
TONY STARK,"Your redesign, your big rebrand, that was AIM, right?"
RHODEY,Yeah.
TONY STARK,"I'm gonna find a heavy-duty comm sat right now, I need your login."
RHODEY,"It's the same as it's always been, ""WarMachine68."""
TONY STARK,"And password, please."
RHODEY,"Well, look, I gotta change it every time you hack in, Tony."
TONY STARK,"It's not the '80s, nobody says ""hack"" any more. Give me your login."
RHODEY,"""WAR MACHINE ROX"" with an ""X,"" all caps."
TONY STARK,"That is so much better than ""lron Patriot."""
EMCEE,Very nice. Very nice. I have one question for you. What would you like for Christmas this year?
ELK RIDGE,"Well, David..."
CREW,Do not erase a programme from my DVR unless you are 100% sure...
EMCEE,"One more time! Ms Elk Ridge, everybody! All right."
CAMERAMAN,Because you erase my shows!
TONY STARK,That ain't gonna cut it.
CAMERAMAN,"We talked about this. Excuse me, sir. I don't know who..."
TONY STARK,Shh.
CAMERAMAN,"Mom, I need to call you back. Something magical is happening. Tony Stark is in my van."
TONY STARK,Shh. Keep it down.
CAMERAMAN,Tony Stark is in my van!
TONY STARK,"No, he's not."
CAMERAMAN,I knew you were still alive!
TONY STARK,Come on in. Close the door. Shh...
CAMERAMAN,"Oh, wow. Can I just say, sir..."
TONY STARK,Yep.
CAMERAMAN,I am your biggest fan.
TONY STARK,"Okay. First, is this your van? Is anyone else gonna come in?"
CAMERAMAN,"No, no, no. Just us."
TONY STARK,Great. What's your name?
CAMERAMAN,Gary
TONY STARK,Gary?
GARY,"Oh, wow."
TONY STARK,Right there is fine.
GARY,Okay.
TONY STARK,"Okay? I get a lot of this, it's okay."
GARY,"Oh, good. Can I just say?"
TONY STARK,What do you want?
GARY,"Yeah. I don't know if you can tell, but I have, like, patterned my whole look after you. My hair's a little..."
TONY STARK,It's fine.
GARY,"It's not right, 'cause there's no product in it."
TONY STARK,Right.
GARY,"I don't want to make things awkward for you, but I do have to show you... Boom!"
TONY STARK,A Hispanic Scott Baio. I'm sorry. Is that me?
GARY,"Yeah. It's... I mean... I had them do it off a doll that I made, so it's not like it's off a picture. So it's a little bit..."
TONY STARK,"Gary. Listen to me, okay? I don't want to clip your wings, here. We're both a little over-excited. I got an issue. I'm chasing bad guys. I'm trying to grab a little something from some hard-crypt data files. I don't have enough juice. I need you to jump on the roof... Right? Recalibrate the lSDNs. Pump it up by about 40%."
GARY,Got it.
TONY STARK,All right? It's a mission.
GARY,Yeah.
TONY STARK,Tony needs Gary.
GARY,And Gary needs Tony.
TONY STARK,Be quiet about it. Go.
GARY,Yeah.
ALDRICH KILLIAN,What would you regard as the defining moment of your life?
CHAD DAVIS,"Well, uh, I think that would be the day I decided not to let my injury beat me."
ALDRICH KILLIAN,Will you please state your name for the camera?
BRANDT,Ellen Brandt.
ALDRICH KILLIAN,"Okay. So, the injections are administered periodically. Addiction will not be tolerated. And those who cannot regulate will be out from the programme. Once misfits, cripples... You are the next iteration of human evolution. Everybody, before we start... I promise you, looking back at your life, there will be nothing as bitter as the memory of that glorious risk you prudently elected to forego. Today is your glory- Let's begin. We gotta get out of here! We gotta get out of here! Get her out! Get them out of here!"
TONY STARK,"A bomb is not a bomb when it's a misfire. The stuff doesn't always work. Right, pal? It's faulty, but you found a buyer, didn't you? Sold it to the Mandarin. Got you, pal."
MAYA HANSEN,"What happened? Fun fact. Before he built rockets for the Nazis, the idealistic Wernher von Braun dreamed of space travel. He stargazed. Do you know what he said when the first V-2 hit London? ""The rocket performed perfectly. It just landed on the wrong planet."" See, we all begin wide-eyed. Pure science. And then the ego steps in, the obsession. And you look up, you're a long way from shore."
PEPPER POTTS,"You can't be too hard on yourself, Maya. I mean, you gave your research to a think tank."
MAYA HANSEN,"Yeah, but Killian built that think tank on military contracts."
PEPPER POTTS,"That's exactly what we used to do. So, don't judge yourself."
MAYA HANSEN,"Thank you, Pepper. I really appreciate that. "
PEPPER POTTS,"Maya, run!"
ALDRICH KILLIAN,"Hi, Pepper. So, you want to tell me why you were at Stark's mansion last night?"
MAYA HANSEN,I'm trying to fix this thing. I didn't know you and the master were gonna blow the place up.
ALDRICH KILLIAN,"Oh, I see. So, you were trying to save Stark when he threatened us?"
MAYA HANSEN,"I've told you, Killian, we can use him."
ALDRICH KILLIAN,Pepper. Pepper. Pepper.
MAYA HANSEN,"Look, if we want to launch product next year, I need Stark. He just lacked a decent incentive. Now, he has one."
MAN,This is support team Blue-Zero. Sending coordinates for a suspected Mandarin broadcast point of origin.
RHODEY,"Copy.  Nobody move.  Oh. Support Blue-Zero, unless the Mandarin's next attack on the U.S. involves cheaply-made sportswear, I think you messed up again. Yes, you're free, uh, if you weren't before. It's... Of course. Yes, ma'am. Iron Patriot on the job. Happy to help. No need to thank me, ma'am. It's my pleasure."
WOMAN,Savin? I've acquired the Patriot armour.
RHODEY,"If you want this suit, you're going to have to pry my cold dead body out of it."
WOMAN,"That's the plan, Colonel."
TONY STARK,"Harley, tell me what's happening. Give me a full report."
HARLEY KEENER,"Yeah, I'm still eating that candy. Do you want me to keep eating it?"
TONY STARK,How much have you had?
HARLEY KEENER,Two or three bowls.
TONY STARK,Can you still see straight?
HARLEY KEENER,Sort of.
TONY STARK,"That means you're fine. Give me Jarvis. Jarvis, how are we?"
JARVIS,"It's totally fine, sir. I seem to do quite well for a stretch, and then at the end of the sentence I say the wrong cranberry. And, sir, you were right. Once I factored in available AIM downlink facilities I was able to pinpoint the Mandarin's broadcast signal."
TONY STARK,"What are we talking? Far East, Europe, North Africa, Iran, Pakistan, Syria? Where is it?"
JARVIS,"Actually, sir, it's in Miami."
TONY STARK,"Okay, kid, I'm gonna have to walk you through rebooting Jarvis's speech drive, but not right now. Harley, where is he really? Just look on the screen and tell me where it is."
HARLEY KEENER,"Um, it does say Miami, Florida."
TONY STARK,"Okay, first things first, I need the armour. Where are we at with it?"
HARLEY KEENER,"Uh, it's not charging."
JARVIS,"Actually, sir, it is charging, but the power source is questionable. It may not succeed in revitalising the Mark 42."
TONY STARK,"What's questionable about electricity? All right? It's my suit, and I can't... I'm not gonna... I don't wanna...  Oh, God, not again."
HARLEY KEENER,Tony?  Are you having another attack? I didn't even mention New York.
TONY STARK,"Right, and then you just said it by name while denying having said it."
HARLEY KEENER,"Okay, um, uh..."
TONY STARK,"God, what am I gonna do?"
HARLEY KEENER,"Just breathe. Really, just breathe. You're a mechanic, right?"
TONY STARK,Right.
HARLEY KEENER,You said so.
TONY STARK,"Yes, I did."
HARLEY KEENER,Why don't you just build something?
TONY STARK,"Okay. Thanks, kid."
WOMAN,Why is it so hot in here? I told you to put it at 68.
MAN,"My fault again. Let me tell you something, sweetheart. I am not your personal air con..."
THE MANDARIN,"Well, I wouldn't go in there for 20 minutes.  Now, which one of you is Vanessa?"
VANESSA,That's me.
THE MANDARIN,Ah! Nessie. Did you know that fortune cookies aren't even Chinese?
VANESSA,There's some guy over here.
THE MANDARIN,"They're made by Americans, based on a Japanese recipe."
TONY STARK,Hey!
THE MANDARIN,Bloody hell. Bloody hell.
TONY STARK,Don't move.
THE MANDARIN,I'm not moving. You want something? Take it. Although the guns are all fake because those wankers wouldn't trust me with the real ones.
TONY STARK,What?
THE MANDARIN,"Hey, do you fancy either of the birds?"
TONY STARK,"Heard enough. You're not him. The Mandarin, the real guy. Where? Where's the Mandarin? Where is he?"
THE MANDARIN,"Whoa, whoa, whoa. He's here. He's here, but he's not here. He's here, but he's not here."
TONY STARK,What do you mean?
THE MANDARIN,"It's complicated. Hey, it's complicated."
TONY STARK,It is?
THE MANDARIN,It's complicated.
TONY STARK,"Uncomplicate it. Ladies, out. Get out of the bed. Get into the bathroom. Sit."
THE MANDARIN,My name is Trevor. Trevor Slattery.
TONY STARK,"What are you? What are you, a decoy? You're a double, right?"
TREVOR SLATTERY,"What, you mean like an understudy? No, absolutely not.  Don't hurt the face! I'm an actor."
TONY STARK,You got a minute to live. Fill it with words.
TREVOR SLATTERY,"It's just a role. ""The Mandarin,"" see, it's not real."
TONY STARK,"Then how did you get here, Trevor?"
TREVOR SLATTERY,"Um. Well, I, um, had a little problem with, um, substances. And I ended up, um, doing things, no two ways about it, in the street, that a man shouldn't do."
TONY STARK,Next?
TREVOR SLATTERY,"Then, they approached me about the role, and they knew about the drugs."
TONY STARK,What did they say? They'd get you off them?
TREVOR SLATTERY,They said they'd give me more. They gave me things. They gave me this palace. They gave me plastic surgery. They gave me things.
TONY STARK,Did you just nod off? Hey.
TREVOR SLATTERY,"No, and a lovely speedboat. And the thing was, he needed someone to take credit for some accidental explosions."
TONY STARK,"""He""? Killian?"
TREVOR SLATTERY,Killian.
TONY STARK,He created you?
TREVOR SLATTERY,He created me.
TONY STARK,Custom-made terror threat.
TREVOR SLATTERY,"Yes. Yes. His think tank thinked it up. The pathology of a serial killer. The manipulation of Western iconography. Ready for another lesson? Blah, blah, blah. No. Of course, it was my performance that brought the Mandarin to life."
TONY STARK,Your performance? Where people died?
TREVOR SLATTERY,"No, they didn't. Look around you. The costumes, green screen. Honestly, I wasn't on location for half this stuff. And when I was, it was movie magic, love."
TONY STARK,"I'm sorry, but I got a best friend who's in a coma and he might not wake up. So you're gonna have to answer for that. You're still going down, pal. You under..."
SAVIN,"Okay, Trevor, what did you tell him?"
TREVOR SLATTERY,I didn't tell him anything.
SAVIN,Nothing?
TREVOR SLATTERY,No.
SAVIN,You should have pressed the panic button.
TREVOR SLATTERY,"Well, I panicked, but then I handled it."
TONY STARK,Ah...  Okay.
MAYA HANSEN,"It's just like old times, huh?"
TONY STARK,"Oh, yeah. With zip ties. It's a ball."
MAYA HANSEN,It wasn't my idea.
TONY STARK,Okay. So you took Killian's card.
MAYA HANSEN,I took his money.
TONY STARK,"And here you are 13 years later, in a dungeon."
MAYA HANSEN,No.
TONY STARK,Yeah.
MAYA HANSEN,"No, you're in a dungeon. I'm free to go."
TONY STARK,Yeah?
MAYA HANSEN,"A lot has happened, Tony. But I'm close. Extremis is practically stabilised."
TONY STARK,"I'm telling you it isn't.  I'm on the street. People are going bang. They're painting the walls. Maya, you're kidding yourself."
MAYA HANSEN,Then help me fix it.
TONY STARK,Did I do that?
MAYA HANSEN,Yes.
TONY STARK,"I remember the night, not the morning. Is this what you've been chasing around?"
MAYA HANSEN,You don't remember?
TONY STARK,I can't help you. You used to have a moral psychology. You used to have ideals. You wanted to help people. Now look at you. I get to wake up every morning with someone who still has their soul. Get me out of here. Come on.
ALDRICH KILLIAN,"You know what my old man used to say to me? One of his favourite of many sayings... ""The early bird gets the worm, but the second mouse gets the cheese."""
TONY STARK,"You're not still pissed off about the Switzerland thing, are you?"
ALDRICH KILLIAN,"How can I be pissed at you, Tony? I'm here to thank you. You gave me the greatest gift that anybody's ever given me. Desperation. If you think back to Switzerland, you said you'd meet me on the rooftop, right? Well, for the first 20 minutes, I actually thought you'd show up. And the next hour... I considered taking that one-step shortcut to the lobby. If you know what I mean."
TONY STARK,"Honestly, I'm still trying to figure out what happened to the first mouse."
ALDRICH KILLIAN,"But as I looked out over that city, nobody knew I was there, nobody could see me, no one was even looking. I had a thought that would guide me for years to come. Anonymity, Tony. Thanks to you, it's been my mantra ever since. Right? You simply rule from behind the scenes. Because the second you give evil a face, a bin Laden, a Gaddafi, a Mandarin, you hand the people a target."
TONY STARK,You're something else.
ALDRICH KILLIAN,"You have met him, I assume?"
TONY STARK,Yes. Sir Laurence Oblivier.
ALDRICH KILLIAN,"I know he's a little over the top sometimes. It's not entirely my fault. He has a tenden... He's a stage actor. They say his Lear was the toast of Croydon, wherever that is. Anyway, the point is, ever since that big dude with the hammer fell out of the sky, subtlety has kind of had its day."
TONY STARK,What's next for you in your world?
ALDRICH KILLIAN,"Well, I wanted to repay you the selfsame gift that you so graciously imparted to me.  Desperation. Now, this is live. I'm not sure if you can tell, but at this moment the body is trying to decide whether to accept Extremis or just give up. And if it gives up, I have to say, the detonation is quite spectacular. But until that point, it's really just a lot of pain. We haven't even talked salary yet. What kind of perk package are you thinking of?"
MAYA HANSEN,Let him go.
ALDRICH KILLIAN,"Hold on, hold on. Maya..."
MAYA HANSEN,"I said, let him go."
ALDRICH KILLIAN,What are you doing?
MAYA HANSEN,"1200 CCs. A dose half of this size, I'm dead."
ALDRICH KILLIAN,"It's times like this my temper is tested somewhat. Maya, give me the injector."
MAYA HANSEN,"If I die, Killian, what happens to your soldiers? What happens to your product?"
ALDRICH KILLIAN,"We're not doing this, okay?"
MAYA HANSEN,What happens to you? What happens if you go too hot?
ALDRICH KILLIAN,"The good news is, a high-level position has just been vacated."
TONY STARK,You are a maniac.
ALDRICH KILLIAN,"No, I'm a visionary. But I do own a maniac. And he takes the stage tonight.  Once we get the Patriot installed, it will take me nine or 10 minutes for the takedown."
SAVIN,"Well, that's great, but the last time I looked there was somebody inside of it."
ALDRICH KILLIAN,"Afternoon, gentlemen.  Hello, Colonel. Step aside.  Oh! We'll get you out of there. Don't worry."
SAVIN,You'll damage the armour.
ALDRICH KILLIAN,"Yes, I will. But you can fix it, right? I'm gonna take the Chinook to base camp. And I want Potts with me."
SAVIN,She's still in Phase Two.
ALDRICH KILLIAN,"You're not going deaf, are you?"
TONY STARK,"Careful, there. It's a limited edition. Hey, uh, Ponytail Express. What's the mileage count between Tennessee and Miami?"
GUARD #1,832 miles.
TONY STARK,Very nice.
GUARD #1,"I'm good like that. Can you, uh, stop that?"
TONY STARK,"Break it, you bought it."
GUARD #2,I think I bought it.
TONY STARK,"Okay, that wasn't mine to give away. That belongs to my friend's sister. And that's why I'm gonna kill you first."
GUARD #2,What are you gonna do to me?
TONY STARK,You'll see.
GUARD #2,You're zip-tied to a bed. This.  That.
ALRICH KILLIAN,Are you coming out?
RHODEY,Do not open. Do not open. Don't open. Don't open.  All right. Let's go.  You... You breathe fire? Okay.
ALDRICH KILLIAN,"It's a glorious day, Savin. This time tomorrow, I'll have the West's most powerful leader in one hand, and the world's most feared terrorist in the other. I'll own the war on terror. Create supply and demand. For you, for your brothers and sisters."
TONY STARK,"Trust me, you're gonna be in a puddle of blood on the ground in five, four, three... Come on! Two..."
GUARD #2,How did we get this shift?
TONY STARK,"All right, I'm gonna give you a chance to escape. Put down your weapons. Tie yourselves to those chairs. I'll let you live. In five, four, bang!"
GUARD #2,Wow. That was...
TONY STARK,You should be gone by now. You should've already been gone.
GUARD #2,I am just beyond terrified.
TONY STARK,"Here it comes. Three, four..."
GUARD #2,Shut up.
TONY STARK,"Five, four, three, two, one!  Told you. Where's the rest?  Where's the rest?"
MAN,"Honestly, I hate working here. They are so weird."
TONY STARK,"Ah! Better late than never.  Not this time. Not the face. Phew! It's good to be back. Hello, by the way."
JARVIS,"Oh, hello, sir."
GUARD,"All personnel, Stark is loose and somewhere in the compound. Repeat, Stark is loose and somewhere in the compound."
TONY STARK,"Ah! Let's go!  Aw, crap."
RHODEY,Tony?
TONY STARK,"Rhodey, tell me that was you in the suit."
RHODEY,No. You got yours'?
TONY STARK,"Uh... Mmm. Kind of. Main house, as fast as you can. There's somebody I'd like you to meet."
RHODEY,"You, you, you! Move! Get out!"
TONY STARK,The room is secure. I have eyes on the Mandarin.
RHODEY,What's this? I had winners.
TONY STARK,What have you come as?
RHODEY,"You make a move, and I break your face."
TONY STARK,I never thought people had been hurt. They lied to me.
RHODEY,This is the Mandarin?
TONY STARK,"Yeah, I know, it's... It's embarrassing."
TREVOR SLATTERY,"Hi, Trevor. Trevor Slattery. I know I'm shorter in person. A bit smaller. Everyone says that. But, um, hey, if you're here to arrest me, there's some people I'd like to roll on."
TONY STARK,"Here's how it works, Meryl Streep."
RHODEY,You tell him where Pepper is and he'll stop doing it.
TREVOR SLATTERY,"Doing what? Ow, I get it! Ow! That hurt. I get it! I get it! I don't know about any Pepper, but I know about the plan."
TONY STARK,Spill.
RHODEY,Do you know what they did to my suit?
TONY STARK,What? No. But I do know it's happening off the coast. Something to do with a big boat. I can take you there.
TREVOR SLATTERY,"Woah!  Ole', ole', ole', ole'..."
RHODEY,"Tony, I swear to God, I'm gonna blow his face off."
TONY STARK,"Oh, and this next bit may include the vice president as well. Is that... Is that important?"
RHODEY,"Yeah, a little bit."
TONY STARK,So?
RHODEY,"What are we gonna do? I mean, we don't have any transport."
TONY STARK,"Right.  Hey, Ringo. Didn't you say something about a ""lovely speedboat""? If he's right about the location, we're 20 minutes from where Pepper is."
RHODEY,"But we also have to figure out this vice president thing, right?"
TONY STARK,Right. I wonder who I'm calling right now. Oh! That's the vice president.
VICE PRESIDENT,Thanks. Hello?
TONY STARK,"Sir, this is Tony Stark."
VICE PRESIDENT,Welcome back to the land of the living.
TONY STARK,We believe you're about to be drawn into the Mandarin campaign. We gotta get you somewhere safe as soon as possible.
VICE PRESIDENT,"Mr Stark, I'm about to eat honey-roast ham, surrounded by the Agency's finest. The president's safe on Air Force One with Colonel Rhodes. I think we're good, here."
RHODEY,"Sir, this is Colonel Rhodes. They're using the Iron Patriot as a Trojan horse. They're gonna take out the president somehow. We have to immediately alert that plane."
VICE PRESIDENT,"Okay, I'm on it. I'll have security lock it down. If need be, they can have F-22s in the air in 30 seconds. Thank you, Colonel."
RHODEY,Rhodes and Stark out.
MAN,"Everything okay, sir?"
VICE PRESIDENT,"Couldn't be better. I love you, babe."
PRESIDENT ELLIS,"Colonel Rhodes.  Glad to see you could make it, son. I feel safer already."
RHODEY,"We gotta make a decision. We can either save the president, or Pepper. We can't do both."
JARVIS,"Sir, I have an update from Malibu. The cranes have finally arrived, and the cellar doors are being cleared as we speak."
TONY STARK,And what about the suit I'm wearing?
JARVIS,The armour is now at 92%.
TONY STARK,That's going to have to do.
MILITARY AIDE,"Everything all right, Colonel?"
SAVIN,"It is an honour, Mr President."
PRESIDENT ELLIS,"If you're gonna do it, do it!"
SAVIN,"Whoa! Cool your boots, sir. That's not how the Mandarin works."
OFFICER,"Sir, Air Force One has been compromised. Internal shots, temperature spikes."
OFFICER #2,Get me eyes on it now.
OFFICER,"Image coming through now, sir."
OFFICER #2,Was that Rhodes?
MAN,Is anyone there?
WOMAN,Let us out!
TONY STARK,The President. Now.
SAVIN,"He's not here.  Try the jet stream? Speaking of which, go fish."
TONY STARK,"Walk away from that, you son of a bitch.  How many in the air?"
JARVIS,"Thirteen, sir."
TONY STARK,How many can I carry?
JARVIS,"Four, sir."
TONY STARK,"Slow down. Slow down, relax. What's your name? Heather?"
HEATHER,"Oh, God! No! No!"
TONY STARK,"Listen to me. See that guy? I'm gonna swing by, you're just gonna grab him. You got it?"
HEATHER,What? Oh!
TONY STARK,"I'll electrify your arm, you won't be able to open your hand. We can do this, Heather. Easy, see? Eleven more to go. Remember that game called Barrel of Monkeys? That's what we're going to do."
JARVIS,"18,000 feet."
