character,line
TONY STARK,"I'm calling in VERONICA.  Alright everybody, stand down!  You listening? That little witch is messing with your mind. You're stronger than her, you're smarter than her, you're Bruce Banner.  Right, right, right! Don't mention puny Banner.  Okay.  In the back? Dick move, Banner.  VERONICA, gimme a hand.  Go to sleep, go to sleep, go to sleep!  Okay, pal, we're gonna get you out of town.  No, not that way, not that way!  Come on, Bruce! You gotta work with me!   Everybody out! Going to get ugly!  I'm sorry.  Damage report.  That's comprehensive. Show me something.  How quickly can we buy this building?"
MARIA HILL,"The news is loving you guys. Nobody else is. There's been no official call for Banner's arrest, but it's in the air."
TONY STARK,Stark Relief Foundation?
MARIA HILL,Already on the scene. How's the team?
TONY STARK,Everyone's...we took a hit. We'll shake it off.
MARIA HILL,"Well for now I'd stay in stealth mode, and stay away from here."
TONY STARK,"So, run and hide?"
MARIA HILL,"Until we can find Ultron, I don't have a lot else to offer."
TONY STARK,"Neither do we.   Hey, you wanna switch out?"
CLINT BARTON,"No, I'm good. If you wanna get some kip, now's a good time, cause we're still a few hours out."
TONY STARK,A few hours from where?
CLINT BARTON,A safe house.
THOR,What is this place?
TONY STARK,A safe house?
CLINT BARTON,"Let's hope.  Honey, I'm home."
CLINT BARTON,Hi. Company. Sorry I didn't call ahead.
LAURA BARTON,Hey.
TONY STARK,This is an agent of some kind.
CLINT BARTON,"Gentleman, this is Laura."
LAURA BARTON,I know all your names.
CLINT BARTON,"Ooh, incoming."
BARTON'S DAUGHTER,Dad!
CLINT BARTON,"I see her!  Hey, buddy! How you guys doing? Ooh..."
TONY STARK,These are...smaller agents.
CLINT BARTON,"Look at your face! Oh, my goodness!"
LILA BARTON,Did you bring Auntie Nat?
NATASHA ROMANOFF,Why don't you hug her and find out?
STEVE ROGERS,Sorry for barging in on you.
TONY STARK,"Yeah, we would have called ahead, but we were busy having no idea that you existed."
CLINT BARTON,"Yeah, well Fury helped me set this up when I joined. He kept it off SHIELD's files, I'd like to keep it that way. I figure it's a good place to lay low."
LAURA BARTON,"Honey. Ah, I missed you."
NATASHA ROMANOFF,"How's little Natasha, huh?"
LAURA BARTON,She's…Nathaniel.
NATASHA ROMANOFF,Traitor.
STEVE ROGERS,Thor.
THOR,"I saw something in that dream. I need answers, I won't find them here."
PEGGY CARTER,We can go home.
CLINT BARTON,"See, you worried for nothing. Can't even feel the difference, can you?"
LAURA BARTON,"If they're sleeping here, some of them are gonna have to double up."
CLINT BARTON,"Yeah, that's not gonna sell."
LAURA BARTON,What about Nat and Dr. Banner? How long has that been going on?
CLINT BARTON,Has what?
LAURA BARTON,You are so cute.
CLINT BARTON,Nat and...and Banner?
LAURA BARTON,"I'll explain when you're older, Hawkeye."
CLINT BARTON,Oh. Okay.
LAURA BARTON,"It's bad, right? Nat seems really shaken."
CLINT BARTON,"Ultron has these allies, these uh, kids, they're punks really. They carry a big damn stick and Nat took a serious hit. Someone's gonna have to teach 'em some manners."
LAURA BARTON,"And that someone be you. You know I totally support your Avenging, I couldn't be prouder. But I see those guys, those ""Gods""..."
CLINT BARTON,You don't think they need me.
LAURA BARTON,I think they do. Which is a lot scarier. They're a mess.
CLINT BARTON,Yeah. I guess they're my mess.
LAURA BARTON,"You need to be sure that this team is really a team and that they have your back. Things are changing for us. In a few months time, you and me are gonna be outnumbered. I need...just be sure."
CLINT BARTON,"Yes, ma'am."
LAURA BARTON,I can feel the difference.
ULTRON,"Scream, and your entire staff dies. I could've killed you, Helen, the night we met. I didn't."
DR. HELEN CHO,Do you expect a thank you note?
ULTRON,I expect you to know why.
DR. HELEN CHO,"The Cradle.  ""This is the next thing, Tony."""
ULTRON,This...is the next me.
DR. HELEN CHO,"The regeneration cradle prints tissue, it can't build a living body."
ULTRON,"It can, you can. You lack the materials. You're a brilliant woman, Helen. But we all have room to improve."
BRUCE BANNER,I didn't realize you were waiting.
NATASHA ROMANOFF,"I would've joined you, but uh, it didn't seem like the right time."
BRUCE BANNER,They used up all the hot water.
NATASHA ROMANOFF,I should've joined you.
BRUCE BANNER,Missed our window.
NATASHA ROMANOFF,Did we?
BRUCE BANNER,"The world just saw the Hulk. The real Hulk, for the first time. You know I have to leave."
NATASHA ROMANOFF,"But you assume that I have to stay? I had this, um, dream. The kind that seems normal at the time, but when you wake..."
BRUCE BANNER,What did you dream?
NATASHA ROMANOFF,That I was an Avenger. That I was anything more than the assassin they made me.
BRUCE BANNER,I think you're being hard on yourself.
NATASHA ROMANOFF,Here I was hoping that was your job.
BRUCE BANNER,What are you doing?
NATASHA ROMANOFF,"I'm running with it, with you. If running's the plan, as far as you want."
BRUCE BANNER,Are you out of your mind?
NATASHA ROMANOFF,I want you to understand that I'm...
BRUCE BANNER,"Natasha, where can I go? Where in the world am I not a threat?"
NATASHA ROMANOFF,You're not a threat to me.
BRUCE BANNER,"You sure? Even if I didn't just...there's no future with me. I can't ever...I can't have this, kids, do the math, I physically can't."
NATASHA ROMANOFF,"Neither can I. In the Red Room, where I was trained, where I was raised, um, they have a graduation ceremony. They sterilize you. It's efficient. One less thing to worry about. The one thing that might matter more than a mission. It makes everything easier. Even killing.  You still think you're the only monster on the team?"
BRUCE BANNER,"What, so we disappear?"
TONY STARK,Thor didn't say where he was going for answers?
STEVE ROGERS,Sometimes my teammates don't tell me things. I was kind of hoping Thor would be the exception.
TONY STARK,"Yeah, give him time. We don't know what the Maximoff kid showed him."
STEVE ROGERS,"""Earth's Mightiest Heroes."" Pulled us apart like cotton candy."
TONY STARK,Seems like you walked away all right.
STEVE ROGERS,Is that a problem?
TONY STARK,I don't trust a guy without a dark side. Call me old fashioned.
STEVE ROGERS,Well let's just say you haven't seen it yet.
TONY STARK,"You know Ultron is trying to tear us apart, right?"
STEVE ROGERS,Well I guess you'd know. Whether you tell us is a bit of a question.
TONY STARK,Banner and I were doing research.
STEVE ROGERS,That would affect the team.
TONY STARK,"That would end the team. Isn't that the mission? Isn't that the ""why"" we fight, so we can end the fight, so we get to go home?"
STEVE ROGERS,"Every time someone tries to win a war before it starts, innocent people die. Every time."
LAURA BARTON,"I'm sorry. Mr. Stark, uh, Clint said you wouldn't mind, but, our tractor, it doesn't seem to want to start at all. I thought maybe you might..."
TONY STARK,"Yeah, I'll give her a kick.  Don't take from my pile.  Hello, Deere. Tell me everything. What ails you?"
NICK FURY,Do me a favor. Try not to bring it to life.
TONY STARK,"Ah, Mrs. Barton, you little minx. I get it, Maria Hill called you, right? Was she ever not working for you?"
NICK FURY,Artificial intelligence. You never even hesitated.
TONY STARK,"Look, it's been a really long day, like, Eugene O'Neill long, so how's about we skip to the part where you're useful?"
NICK FURY,Look me in the eye and tell me you're going to shut him down.
TONY STARK,You're not the director of me.
NICK FURY,"I'm not the director of anybody. I'm just an old man, who cares very much about you."
TONY STARK,"And I'm the man who killed the Avengers. I saw it. I didn't tell the team, how could I? I saw them all dead, Nick. I felt it. The whole world, too. It's because of me. I wasn't ready. I didn't do all I could."
NICK FURY,"The Maximoff girl, she's working you, Stark. Playing on your fear."
TONY STARK,"I wasn't tricked, I was shown. It wasn't a nightmare, it was my legacy. The end of the path I started us on."
NICK FURY,"You've come up with some pretty impressive inventions, Tony. War isn't one of them."
TONY STARK,"I watched my friends die. You'd think that'd be as bad as it gets, right? Nope. Wasn't the worst part."
NICK FURY,The worst part is that you didn't.
ERIK SELVIG,"I like the look. If you're going for inconspicuous, though, near miss."
THOR,I need your help.
ERIK SELVIG,It's nice to be needed.
THOR,It's dangerous.
ERIK SELVIG,I'd be disappointed if it wasn't.
NICK FURY,"Ultron took you folks out of play to buy himself time. My contacts all say he's building something. The amount of Vibranium he made off with, I don't think it's just one thing."
STEVE ROGERS,What about Ultron himself?
NICK FURY,"Ah. He's easy to track, he's everywhere. Guy's multiplying faster than a Catholic rabbit. Still doesn't help us get an angle on any of his plans though."
TONY STARK,He still going after launch codes?
NICK FURY,"Yes, he is, but he's not making any headway."
TONY STARK,I cracked the Pentagon's firewall in high school on a dare.
NICK FURY,"Yeah, well, I contacted our friends at the NEXUS about that."
STEVE ROGERS,NEXUS?
BRUCE BANNER,"It's the world internet hub in Oslo, every byte of data flows through there, fastest access on earth."
CLINT BARTON,So what'd they say?
NICK FURY,"He's fixated on the missiles, but the codes are constantly being changed."
TONY STARK,By whom?
NICK FURY,Parties unknown.
NATASHA ROMANOFF,Do we have an ally?
NICK FURY,"Ultron's got an enemy, that's not the same thing. Still, I'd pay folding money to know who it is."
TONY STARK,"I might need to visit Oslo, find our ""unknown."""
NATASHA ROMANOFF,"Well, this is good times, boss, but I was kind of hoping when I saw you, you'd have more than that."
NICK FURY,"I do, I have you. Back in the day, I had eyes everywhere, ears everywhere else. Here we all are, back on earth, with nothing but our wit, and our will to save the world. So stand. Outwit the platinum bastard."
NATASHA ROMANOFF,Steve doesn't like that kind of talk.
STEVE ROGERS,"You know what, Romanoff?"
NICK FURY,So what does he want?
STEVE ROGERS,To become better. Better than us. He keeps building bodies.
TONY STARK,"Person bodies. The human form is inefficient, biologically speaking, we're outmoded. But he keeps coming back to it."
NATASHA ROMANOFF,"When you two programmed him to protect the human race, you amazingly failed."
BRUCE BANNER,"They don't need to be protected, they need to evolve. Ultron's going to evolve."
NICK FURY,How?
BRUCE BANNER,Has anyone been in contact with Helen Cho?
DR. HELEN CHO,"It's beautiful. The Vibranium atoms aren't just compatible with the tissue cells, they're binding them. And SHIELD never even thought..."
ULTRON,"The most versatile substance on the planet and they used it to make a Frisbee. Typical of humans, they scratch the surface and never think to look within."
STEVE ROGERS,I'll take Natasha and Clint.
TONY STARK,"Alright, strictly recon. I'll hit the NEXUS, I'll join you as soon as I can."
STEVE ROGERS,If Ultron is really building a body...
TONY STARK,He'll be more powerful than any of us. Maybe all of us. An android designed by a robot.
STEVE ROGERS,You know I really miss the days when the weirdest thing science ever created was me.
NICK FURY,I'll drop Banner off at the tower. Do you mind if I borrow Ms. Hill?
TONY STARK,"She's all yours, apparently. What are you gonna do?"
NICK FURY,"I don't know. Something dramatic, I hope."
CLINT BARTON,I'm gonna finish re-flooring that sunroom as soon as I get back.
LAURA BARTON,"Yeah, and then you'll find another part of the house to tear apart."
CLINT BARTON,No. It's the last project. I promise.
ERIK SELVIG,This is it. The Water of Sight.
THOR,"In every realm, there's a reflection. If the water spirits accept me, I can return to my dream, and find what I missed."
ERIK SELVIG,"The men who enter that water, the legends don't end well."
TONY STARK,"A hacker who's faster than Ultron? He could be anywhere. And as this is the center of everything, I'm just a guy looking for a needle in the world's biggest haystack."
WORLD HUB TECH,How do you find it?
TONY STARK,"Pretty simple. You bring a magnet.  Oh, I'm decrypting nuclear codes and you don't want me to. Come and get me."
HEIMDALL,Wake up!
ERIK SELVIG,Thor!
ULTRON,Extinction.
DR. HELEN CHO,"Cellular cohesion will take a few hours, but we can initiate the consciousness stream. We're uploading your cerebral matrix...now."
WANDA MAXIMOFF,I can read him. He is dreaming.
DR. HELEN CHO,"I wouldn't call it dreams. It's Ultron's base consciousness, informational noise. Soon..."
ULTRON,How soon? I'm not being pushy.
DR. HELEN CHO,We're imprinting a physical brain. There are no shortcuts. Even if your magic gem is...
WANDA MAXIMOFF,How could you?
ULTRON,How could I what?
WANDA MAXIMOFF,"You said we would destroy the Avengers, make a better world."
ULTRON,It will be better.
WANDA MAXIMOFF,When everyone is dead.
ULTRON,That is not...! The human race will have every opportunity to improve.
PIETRO MAXIMOFF,And if they don't?
ULTRON,Ask Noah.
WANDA MAXIMOFF,You're a madman.
ULTRON,"There were more than a dozen extinction level events before even the dinosaurs got theirs. When the Earth starts to settle, God throws a stone at it, and believe me, he's winding up. We have to evolve. There's no room for the weak."
PIETRO MAXIMOFF,And who decides who's weak?
ULTRON,Life. Life always decides. There's incoming. The Quinjet. We have to move.
DR. HELEN CHO,That's not a problem.
ULTRON,"Ah, wait, guys!.  They'll understand. When they see they'll understand. I just need a little more time."
STEVE ROGERS,Two minutes. Stay close.  Dr. Cho!
DR. HELEN CHO,He's uploading himself into the body.
STEVE ROGERS,Where?
DR. HELEN CHO,"The real power is inside the Cradle. The gem, its power is uncontainable. You can't just blow it up. You have to get the Cradle to Stark."
STEVE ROGERS,First I have to find it.
DR. HELEN CHO,Go.
STEVE ROGERS,Did you guys copy that?
CLINT BARTON,We did.
NATASHA ROMANOFF,"I got a private jet taking off, across town, no manifest. That could be him."
CLINT BARTON,"There. It's the truck from the lab. Right above you, Cap. On the loop by the bridge. It's them. I got three with the Cradle, one in the cab. I could take out the driver."
STEVE ROGERS,"Negative! If that truck crashes, the gem could level the city. We need to draw out Ultron."
ULTRON,"No, no, no, no, no. Leave me alone!"
STEVE ROGERS,"Well, he's definitely unhappy! I'm gonna try and keep him that way."
CLINT BARTON,"You're not a match for him, Cap."
STEVE ROGERS,"Thanks, Barton."
ULTRON,"You know what's in that Cradle? The power to make real change, and that terrifies you."
STEVE ROGERS,I wouldn't call it a comfort.
ULTRON,Stop it!
CLINT BARTON,"We got a window. Four, three...give 'em hell."
NATASHA ROMANOFF,I'm always picking up after you boys.
CLINT BARTON,"They're heading under the overpass, I've got no shot."
NATASHA ROMANOFF,Which way?
CLINT BARTON,Hard right... Now.
NATASHA ROMANOFF,"Out of the way! Coming through! Sorry, coming through!"
STEVE ROGERS,Come on!
NATASHA ROMANOFF,"Clint, can you draw out the guards?"
CLINT BARTON,Let's find out.
NATASHA ROMANOFF,Beep beep!
CLINT BARTON,"Heading back towards you. So whatever you're going to do, do it now."
NATASHA ROMANOFF,"I'm going in, Cap can you keep him occupied?"
STEVE ROGERS,What do you think I've been doing?
CLINT BARTON,The package is airborne. I have a clean shot.
NATASHA ROMANOFF,Negative. I am still in the truck.
CLINT BARTON,What the hell are you...?
NATASHA ROMANOFF,"Just be ready, I'm sending the package to you."
CLINT BARTON,How do you want me to take it?
NATASHA ROMANOFF,"Uhh, you might wish you hadn't asked that."
ULTRON,Please. Don't do this.
WANDA MAXIMOFF,What choice do we have?
STEVE ROGERS,I lost him! He's headed your way.
CLINT BARTON,"Nat, we gotta go."
CLINT BARTON,"Nat! Cap, you see Nat?"
STEVE ROGERS,"If you have the package, get it to Stark! Go!"
CLINT BARTON,Do you have eyes on Nat?
STEVE ROGERS,Go!  Civilians in our path.  Can you stop this thing?
PIETRO MAXIMOFF,I'm fine. I just need to take a minute.
STEVE ROGERS,I'm very tempted not to give you one.
WANDA MAXIMOFF,"The Cradle, did you get it?"
STEVE ROGERS,Stark will take care of it.
WANDA MAXIMOFF,"No, he won't."
STEVE ROGERS,"You don't know what you're talking about, Stark's not crazy."
WANDA MAXIMOFF,He will do anything to make things right.
STEVE ROGERS,"Stark, come in. Stark. Anyone on comms?"
WANDA MAXIMOFF,Ultron can't tell the difference between saving the world and destroying it. Where do you think he gets that?
BRUCE BANNER,Anything on Nat?
TONY STARK,"Haven't heard. But she's alive, or Ultron'd be rubbing our faces in it."
CLINT BARTON,This is sealed tight.
BRUCE BANNER,"We're going to need to access the program, break it down from within."
TONY STARK,"Hm. Any chance Natasha might leave you a message, outside the internet, old school spy stuff?"
CLINT BARTON,"There's some nets I can cast. Yeah, alright. I'll find her."
BRUCE BANNER,"I can work on tissue degeneration, if you can fry whatever operational system Cho implanted."
TONY STARK,"Yeah, about that."
BRUCE BANNER,No.
TONY STARK,You have to trust me.
BRUCE BANNER,Kinda don't.
TONY STARK,Our ally? The guy protecting the military's nuclear codes? I found him.
JARVIS,"Hello, Dr. Banner."
TONY STARK,"Ultron didn't go after JARVIS cause he was angry. He attacked him because he was scared of what he can do. So JARVIS went underground. Okay? Scattered, dumped his memory. But not his protocols. He didn't even know he was in there, until I pieced him together."
BRUCE BANNER,"So, you want me to help you put JARVIS into this thing?"
TONY STARK,"No, of course not! I want to help you put JARVIS in this thing.  We're out of my field here. You know bio-organics better than anyone."
BRUCE BANNER,And you just assume that JARVIS' operational matrix can beat Ultron's?
TONY STARK,"JARVIS has been beating him from inside without knowing it. This is the opportunity, we can create Ultron's perfect self, without the homicidal glitches he thinks are his winning personality. We have to."
JARVIS,I believe it's worth a go.
BRUCE BANNER,"No, I'm in a loop! I'm caught in a time loop, this is exactly where it all went wrong."
TONY STARK,"I know, I know. I know what everyone's going to say, but they're already saying it. We're mad scientists. We're monsters, buddy. You gotta own it. Make a stand.  It's not a loop. It's the end of the line."
ULTRON,"I wasn't sure you'd wake up. I hoped you would, I wanted to show you something. I don't have anyone else. I think a lot about meteors, the purity of them. Boom! The end, start again. The world made clean for the new man to rebuild. I was meant to be new. I was meant to be beautiful. The world would've looked to the sky and seen hope, seen mercy. Instead they'll look up in horror because of you. You've wounded me. I give you full marks for that. But, like the man said, ""What doesn't kill me… ""…just makes me stronger."""
TONY STARK,This framework is not compatible.
BRUCE BANNER,The genetic coding tower's at ninety-seven percent. You have got to upload that schematic in the next three minutes.
STEVE ROGERS,I'm gonna say this once.
TONY STARK,"How about ""nonce""?"
STEVE ROGERS,Shut it down!
TONY STARK,"Nope, not gonna happen."
STEVE ROGERS,You don't know what you're doing.
BRUCE BANNER,And you do? She's not in your head?
WANDA MAXIMOFF,I know you're angry.
BRUCE BANNER,"Oh, we're way past that. I could choke the life out of you and never change a shade."
STEVE ROGERS,"Banner, after everything that's happened..."
TONY STARK,That's nothing compared to what's coming!
WANDA MAXIMOFF,You don't know what's in there!
STEVE ROGERS,This isn't a game...
WANDA MAXIMOFF,The creature...!
PIETRO MAXIMOFF,"No, no. Go on. You were saying?"
WANDA MAXIMOFF,Pietro!
CLINT BARTON,What? You didn't see that coming?
BRUCE BANNER,"Go ahead, piss me off.  Wait!"
VISION,"I'm sorry, that was...odd.  Thank you."
STEVE ROGERS,"Thor, you helped create this?"
THOR,I've had a vision. A whirlpool that sucks in all hope of life and at it's center is that.
BRUCE BANNER,"What, the gem?"
THOR,"It's the Mind Stone. It's one of the six Infinity Stones, the greatest power in the universe, unparalleled in its destructive capabilities."
STEVE ROGERS,Then why would you bring it to...
THOR,Because Stark is right.
BRUCE BANNER,"Oh, it's definitely the end times."
THOR,The Avengers cannot defeat Ultron.
VISION,Not alone.
STEVE ROGERS,"Why does your ""vision"" sound like JARVIS?"
TONY STARK,We...we reconfigured JARVIS' matrix to create something new.
STEVE ROGERS,I think I've had my fill of new.
VISION,You think I'm a child of Ultron?
STEVE ROGERS,You're not?
VISION,I'm not Ultron. I'm not JARVIS. I am...I am.
WANDA MAXIMOFF,I looked in your head and saw annihilation.
VISION,Look again.
CLINT BARTON,Yeah. Her seal of approval means jack to me.
THOR,"Their powers, the horrors in our heads, Ultron himself, they all came from the Mind Stone, and they're nothing compared to what it can unleash. But with it on our side..."
STEVE ROGERS,Is it? Are you? On our side?
VISION,I don't think it's that simple.
CLINT BARTON,Well it better get real simple real soon.
VISION,"I am on the side of life. Ultron isn't, he will end it all."
TONY STARK,What's he waiting for?
VISION,You.
BRUCE BANNER,Where?
CLINT BARTON,Sokovia. He's got Nat there too.
BRUCE BANNER,"If we're wrong about you, if you're the monster that Ultron made you to be..."
VISION,"What will you do?  I don't want to kill Ultron. He's unique, and he's in pain. But that pain will roll over the earth, so he must be destroyed. Every form he's built, every trace of his presence on the net, we have to act now. And not one of us can do it without the others. Maybe I am a monster. I don't think I'd know if I were one. I'm not what you are, and not what you intended. So there may be no way to make you trust me. But we need to go."
THOR,Right.  Well done.
STEVE ROGERS,Three minutes. Get what you need.
FRIDAY,"Good evening, boss."
TONY STARK,"No way we all get through this. If even one tin soldier is left standing, we've lost. It's gonna be blood on the floor."
STEVE ROGERS,I got no plans tomorrow night.
TONY STARK,I get first crack at the big guy. Iron Man's the one he's waiting for.
VISION,"That's true, he hates you the most."
STEVE ROGERS,"Ultron knows we're coming. Odds are we'll be riding into heavy fire, and that's what we signed up for. But the people of Sokovia, they didn't. So our priority is getting them out."
PIETRO MAXIMOFF,"We're under attack! Clear the city, now!  Get off your asses."
STEVE ROGERS,"All they want is to live their lives in peace, and that's not going to happen today. But we can do our best to protect them. And we can get the job done, and find out what Ultron's been building. We find Romanoff, and we clear the field. Keep the fight between us. Ultron thinks we're monsters and we're what's wrong with the world. This isn't just about beating him. It's about whether he's right."
BRUCE BANNER,Natasha! Natasha!
NATASHA ROMANOFF,Bruce?
BRUCE BANNER,You alright?
NATASHA ROMANOFF,Yeah.
BRUCE BANNER,"The team's in the city, it's about to light up."
NATASHA ROMANOFF,I don't suppose you found a key lying around somewhere?
BRUCE BANNER,"Yeah, I did."
NATASHA ROMANOFF,So what's our play?
BRUCE BANNER,I'm here to get you to safety.
NATASHA ROMANOFF,Job's not finished.
BRUCE BANNER,"We could help with the evacuation, but I can't be in a fight near civilians. And you've done plenty. Our fight is over."
NATASHA ROMANOFF,So we just disappear?
FRIDAY,"Your man's in the church, boss. I think he's waiting for you."
ULTRON,Come to confess your sins?
TONY STARK,"I don't know, how much time you got?"
ULTRON,More than you.
TONY STARK,"Uhhh. Have you been juicing? A little Vibranium cocktail? You're looking, I don't wanna say, puffy..."
ULTRON,You're stalling to protect the people.
TONY STARK,"Well, that is the mission. Did you forget?"
ULTRON,"I've moved beyond your mission. I'm free.  What, you think you're the only one stalling?"
FRIDAY,There's the rest of the Vibranium. Function: still unclear.
ULTRON,"This is how you end, Tony. This is peace in my time."
STEVE ROGERS,Go!
WANDA MAXIMOFF,Get off the bridge! Run!
VISION,Ultron.
ULTRON,My Vision. They really did take everything from me.
VISION,"You set the terms, you can change them."
ULTRON,Alright.
TONY STARK,FRIDAY! The Vision?
FRIDAY,"Boss, it's working. He's burning Ultron out of the net, he won't escape through there."
ULTRON,"You shut me out! You think I care? You take away my world, I take away yours."
TONY STARK,FRIDAY?
FRIDAY,Sokovia's going for a ride.
ULTRON,"Do you see? The beauty of it, the inevitability. You rise, only to fall. You, Avengers, you are my meteor, my swift and terrible sword and the earth will crack with the weight of your failure. Purge me from your computers, turn my own flesh against me. It means nothing. When the dust settles, the only thing living in this world will be metal."
BRUCE BANNER,We gotta move.
NATASHA ROMANOFF,You're not going to turn green?
BRUCE BANNER,I've got a compelling reason not to lose my cool.
NATASHA ROMANOFF,I adore you.  But I need the other guy.  Let's finish the job.  I really hope this makes us even. Now go be a hero.
FRIDAY,"The Vibranium core has got a magnetic field, that's what's keeping the rock together."
TONY STARK,If it drops?
FRIDAY,"Right now the impact would kill thousands. Once it gets high enough: Global extinction.  That building's not clear, Tenth floor."
TONY STARK,Hi. Okay. Get in the tub!
FRIDAY,"I got airborne, heading up to the bridge."
TONY STARK,"Cap, you got incoming."
STEVE ROGERS,"Incoming already came in. Stark, you worry about bringing the city back down safely. The rest of us have one job: tear these things apart. You get hurt, hurt 'em back. You get killed, walk it off."
CLINT BARTON,"Go, go, move!"
WANDA MAXIMOFF,How could I let this happen?
CLINT BARTON,"Hey, hey, you okay?"
WANDA MAXIMOFF,This is all our fault.
CLINT BARTON,"Hey, look at me. It's your fault, it's everyone's fault, who cares. Are you up for this? Are you? Look, I just need to know, cause the city is flying. Okay, look, the city is flying, we're fighting an army of robots, and I have a bow and arrow. None of this makes sense. But I'm going back out there because it's my job. Okay? And I can't do my job and babysit. It doesn't matter what you did, or what you were. If you go out there, you fight, and you fight to kill. Stay in here, you're good, I'll send your brother to come find you, but if you step out that door, you are an Avenger.  Alright, good chat.  Yeah, the city is flying."
STEVE ROGERS,I got you! Just look at me.
ULTRON,You can't save them all. You'll never...
STEVE ROGERS,"You'll never what? You didn't finish!  What, were you napping?"
ULTRON,Thor! You're bothering me.
CLINT BARTON,"Alright, we're all clear here."
STEVE ROGERS,We are not clear! We are very not clear!
CLINT BARTON,"Alright, coming to you."
PIETRO MAXIMOFF,Keep up old man!
CLINT BARTON,"Nobody would know. Nobody. ""The last I saw him, when Ultron was sitting on him. Uh...yeah, he'll be missed, that quick little bastard. I miss him already."""
STEVE ROGERS,Romanoff!
NATASHA ROMANOFF,Thanks.
FRIDAY,"The anti-gravs are rigged to flip. Touch 'em, they'll go full reverse thrust. The city's not coming down slow."
TONY STARK,The spire's Vibranium. If I get Thor to hit it...
FRIDAY,"It'll crack, but that's not enough, the impact would still be devastating."
TONY STARK,"Maybe if we cap the other end, keep the atomic action doubling back."
FRIDAY,"That could vaporize the city, and everyone on it."
STEVE ROGERS,"The next wave's gonna hit any minute. What have you got, Stark?"
TONY STARK,"Well, nothing great. Maybe a way to blow up the city. That'll keep it from impacting the surface if you guys can get clear."
STEVE ROGERS,"I asked for a solution, not an escape plan."
TONY STARK,Impact radius is getting bigger every second. We're going to have to make a choice.
NATASHA ROMANOFF,"Cap, these people are going nowhere. If Stark finds a way to blow this rock..."
STEVE ROGERS,Not 'til everyone's safe.
NATASHA ROMANOFF,Everyone up here versus everyone down there? There's no math there.
STEVE ROGERS,I'm not leaving this rock with one civilian on it.
NATASHA ROMANOFF,I didn't say we should leave.  There's worse ways to go. Where else am I gonna get a view like this?
NICK FURY,"Glad you like the view, Romanoff. It's about to get better.   Nice, right? I pulled her out of mothballs with a couple of old friends. She's dusty, but she'll do."
STEVE ROGERS,"Fury, you son of a bitch."
NICK FURY,Oooh! You kiss your mother with that mouth?
MARIA HILL,Altitude is eighteen thousand and climbing.
SPECIALIST CAMERON KLEIN,"Lifeboats secure to deploy. Disengage in three, two...take 'em out."
PIETRO MAXIMOFF,This is SHIELD?
STEVE ROGERS,This is what SHIELD's supposed to be.
PIETRO MAXIMOFF,This is not so bad.
STEVE ROGERS,Let's load 'em up.
MARIA HILL,"Sir, we have multiple bogies converging on our starboard flank."
NICK FURY,Show 'em what we got.
MARIA HILL,You're up.
JAMES RHODES,Yes! Now this is gonna be a good story.
TONY STARK,Yep. If you live to tell it.
JAMES RHODES,You think I can't hold my own?
TONY STARK,"We get through this, I'll hold your own."
JAMES RHODES,You had to make it weird.
CLINT BARTON,"Alright, let's load 'em up! Alright, here we go. Here we go, let's move. Let's go everyone!"
SPECIALIST CAMERON KLEIN,"Number six boat is topped and locked. Or, uh, or stocked, topped. It...it's, uh, full of people."
MARIA HILL,Incoming!
SPECIALIST CAMERON KLEIN,"Oh, God!"
ULTRON,You think you're saving anyone? I turn that key and drop this rock a little early and it's still billions dead. Even you can't stop that.
THOR,"I am Thor, son of Odin, and as long as there is life in my breast, I am...running out of things to say! Are you ready?"
VISION,It's terribly well balanced.
THOR,"Well, if there's too much weight, you lose power on the swing, so."
TONY STARK,I got it! Create a heat seal. I can...I can supercharge the spire from below.
FRIDAY,Running numbers.  A heat seal could work with enough power.
TONY STARK,"Thor, I got a plan!"
THOR,We're out of time. They're coming for the core.
TONY STARK,"Rhodey, get the rest of the people on board that carrier."
JAMES RHODES,On it.
TONY STARK,"Avengers, time to work for a living."
PIETRO MAXIMOFF,You good?
WANDA MAXIMOFF,Yeah.
TONY STARK,"Romanoff? You and Banner better not be playing ""hide the zucchini."""
NATASHA ROMANOFF,"Relax, Shell-head. Not all of us can fly.  What's the drill?"
TONY STARK,"This is the drill. If Ultron gets a hand on the core, we lose."
THOR,Is that the best you can do?
STEVE ROGERS,You had to ask.
ULTRON,"This is the best I can do. This is exactly what I wanted. All of you, against all of me. How could you possibly hope to stop me?"
TONY STARK,"Well, like the old man said. Together."
ULTRON,"You know, with the benefit of hindsight...."
THOR,They'll try to leave the city.
TONY STARK,"We can't let 'em, not even one. Rhodey!"
JAMES RHODES,"I'm on it.  Oh, no, I didn't say you could leave. War Machine, comin' at you, right ...  Okay, what?"
STEVE ROGERS,"We gotta move out. Even I can tell the air is getting thin. You guys get to the boats, I'll sweep for stragglers, be right behind you."
CLINT BARTON,What about the core?
WANDA MAXIMOFF,I'll protect it. It's my job.
WANDA MAXIMOFF,Get the people on the boats.
PIETRO MAXIMOFF,I'm not going to leave you here.
WANDA MAXIMOFF,"I can handle this.  Come back for me when everyone else is off, not before."
PIETRO MAXIMOFF,Hmm.
WANDA MAXIMOFF,You understand?
