,character,line,movie,year,words,Christopher Markus,Stephen McFeely,Joss Whedon,Eric Pearson,Craig Kyle,Christopher Yost,Mark Fergus,Hawk Ostby,Art Marcum,Matt Holloway,James Gunn
598,BRUCE BANNER,"Thor, where are we? ",Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
599,THOR,"Yeah, about that.",Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
600,GRANDMASTER,"It’s bad news, bad news today.",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
601,GRANDMASTER,"Sakaar, hear ye.  Attention please. I have some bad news.  My beloved, exalted Champion has turned up missing.  Take to the streets. Celebrate my champion. ",Thor: Ragnarok,2017.0,29,False,False,False,True,True,True,False,False,False,False,False
602,BRUCE BANNER,Who’s that?,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
603,THOR,He kind of runs the place. You actually lived in his house.,Thor: Ragnarok,2017.0,12,False,False,False,True,True,True,False,False,False,False,False
604,BRUCE BANNER,I did?,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
605,THOR,Yeah. Quite a lot’s happened. You and I had a fight recently.,Thor: Ragnarok,2017.0,12,False,False,False,True,True,True,False,False,False,False,False
606,BRUCE BANNER,Did I win?,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
607,THOR,"No, I won. Easily. ",Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
608,BRUCE BANNER,Doesn’t sound right.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
609,THOR,"Well, it’s true. ",Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
610,GRANDMASTER,It seems that that criminally seductive Lord of Thunder has stolen him away.,Thor: Ragnarok,2017.0,13,False,False,False,True,True,True,False,False,False,False,False
611,THOR,Seductive GOD of Thunder.  We need to move.,Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
612,BRUCE BANNER,"Oh, no.  This is bad.  This is really, really bad.  Thor, I think I’m freaking out. ",Thor: Ragnarok,2017.0,20,False,False,False,True,True,True,False,False,False,False,False
613,THOR,"No, no, no.  Don’t freak out. You’re okay.  Put these on.",Thor: Ragnarok,2017.0,13,False,False,False,True,True,True,False,False,False,False,False
614,BRUCE BANNER,These are Tony’s clothes.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
615,THOR,"I know, come on. ",Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
616,BRUCE BANNER,Is he here?,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
617,THOR,"No, he’s not here.  But listen. Just stay calm, okay?  The sun’s going down.  The sun’s getting really low.  Sun’s going down.",Thor: Ragnarok,2017.0,26,False,False,False,True,True,True,False,False,False,False,False
618,GRANDMASTER,"I’m upset!  I’m very upset.  You know what I like about being upset? Blame.  Right now, that’s the mindset that I’m in.  And you know who I’m blaming? ",Thor: Ragnarok,2017.0,33,False,False,False,True,True,True,False,False,False,False,False
619,LOKI,"Grandmaster, I- ",Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
620,GRANDMASTER,Hey! Don’t interrupt me!,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
621,TOPAZ,Here you go.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
622,GRANDMASTER,"Why are you handing me the melt stick?  He was interrupting. That’s not a capital violation.  My precious champion has come up missing and its all because of that Lord of Thunder.  It’s all because of him. YOUR brother.  Whatever the story is.  Adopted, or complicated.  I’m sure there’s a big history. And YOUR contender. ",Thor: Ragnarok,2017.0,62,False,False,False,True,True,True,False,False,False,False,False
623,LOKI,"My dear friend, if you were to give me twelve hours I could bring them both back to you. ",Thor: Ragnarok,2017.0,20,False,False,False,True,True,True,False,False,False,False,False
624,VALKYRIE,I can do it in two.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
625,LOKI,I could do it in one.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
626,GRANDMASTER,"You know what?  I woke up this morning thinking about a public execution.  But for now, I’ll settle for this sweet little “who’s gonna get him first?”  So you’re on the clock. Valkyrie exits in a hurry.  Loki follows her. ",Thor: Ragnarok,2017.0,45,False,False,False,True,True,True,False,False,False,False,False
627,LOKI,What have you done!?,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
628,VALKYRIE,"I don’t answer to you, lackey. ",Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
629,LOKI,It’s Loki.  And you will answer to the Grandmaster.,Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
630,LOKI,Why would you help my brother escape with that green fool?,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
631,VALKYRIE,I don’t help anyone.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
632,LOKI,You’re a Valkyrie.  I thought the Valkyrie all died gruesome deaths?,Thor: Ragnarok,2017.0,12,False,False,False,True,True,True,False,False,False,False,False
633,VALKYRIE,Choose your next words wisely.,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
634,LOKI,Terribly sorry.  Must be a very painful memory...,Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
635,THOR,The sun’s going down. It’s getting really low.  The sun’s going down. It’s getting real low.,Thor: Ragnarok,2017.0,17,False,False,False,True,True,True,False,False,False,False,False
636,BRUCE BANNER,Would you stop saying that!?,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
637,THOR,I just need you to stay calm.,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
638,BRUCE BANNER,Calm!?  I’m on an alien planet!,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
639,THOR,It’s just a planet.  You’ve been on a planet before.,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
640,BRUCE BANNER,Yeah!  One!,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
641,THOR,Now you’ve been on two. That’s a good thing.  It’s a new experience.,Thor: Ragnarok,2017.0,14,False,False,False,True,True,True,False,False,False,False,False
642,BRUCE BANNER,"My neurons, they’re firing faster than my brain can handle the information. The whole thing is totally different this time. In the past, I always felt like Hulk and I each had a hand on the wheel, but this time it’s like he had the keys and I was locked in the trunk. ",Thor: Ragnarok,2017.0,54,False,False,False,True,True,True,False,False,False,False,False
643,THOR,"Alright, well, you’re back now, that’s all that matters. ",Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
644,BRUCE BANNER,"No, it’s not what matters.  What I’m trying to tell you, is that if I turn into the Hulk again, Banner may never come back.  And we’re stranded on a planet that is designed to stress me out. ",Thor: Ragnarok,2017.0,41,False,False,False,True,True,True,False,False,False,False,False
645,THOR,"We’re not stranded, I’m gonna figure out a way to get us home. ",Thor: Ragnarok,2017.0,14,False,False,False,True,True,True,False,False,False,False,False
646,BRUCE BANNER,Thank you.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
647,THOR,"Not your home, though.  Asgard. ",Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
648,BRUCE BANNER,What?,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
649,THOR,"Listen, my people are in great danger.  You and I, we have to fight this really powerful being who also happens to be my sister. ",Thor: Ragnarok,2017.0,27,False,False,False,True,True,True,False,False,False,False,False
650,BRUCE BANNER,"Okay, that is so wrong on so many... I don’t wanna fight your sister.  That’s a family issue. ",Thor: Ragnarok,2017.0,20,False,False,False,True,True,True,False,False,False,False,False
651,THOR,"No, she’s an evil being. ",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
652,BRUCE BANNER,I don’t care what she is.  I’m not fighting any more beings.  I’m sick of it.  I just told you.,Thor: Ragnarok,2017.0,23,False,False,False,True,True,True,False,False,False,False,False
653,BRUCE BANNER,"If I turn into the Hulk, I am never gonna come back again. And you don’t care. ",Thor: Ragnarok,2017.0,18,False,False,False,True,True,True,False,False,False,False,False
654,THOR,"No, no.  I’m putting together the team. The Hulk is the fire. ",Thor: Ragnarok,2017.0,14,False,False,False,True,True,True,False,False,False,False,False
655,BRUCE BANNER,"Wait, you’re just using me to get to the Hulk. ",Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
656,THOR,What?  No!,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
657,BRUCE BANNER,It’s gross.  You don’t care about me.  You’re not my friend.,Thor: Ragnarok,2017.0,13,False,False,False,True,True,True,False,False,False,False,False
658,THOR,"No!  I don’t even like the Hulk. He’s all like... “smash, smash, smash.”  I prefer you. ",Thor: Ragnarok,2017.0,19,False,False,False,True,True,True,False,False,False,False,False
659,BRUCE BANNER,Thanks.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
660,THOR,"But if I’m being honest, when it comes to fighting evil beings, he is very powerful and useful. ",Thor: Ragnarok,2017.0,19,False,False,False,True,True,True,False,False,False,False,False
661,BRUCE BANNER,"Yeah, Banner’s powerful and useful, too. ",Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
662,THOR,Is he though?,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
663,BRUCE BANNER,How many PhDs does Hulk have? Zero.  How many PhDs does Banner have?  Seven.,Thor: Ragnarok,2017.0,16,False,False,False,True,True,True,False,False,False,False,False
664,THOR,"Fine, you don’t have to fight anyone.  But we’re in danger here, so we have to move.",Thor: Ragnarok,2017.0,18,False,False,False,True,True,True,False,False,False,False,False
665,BRUCE BANNER,What are you doing with that?,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
666,THOR,I need a disguise.  I’m a fugitive.,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
667,BRUCE BANNER,I need a disguise.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
668,THOR,You are the disguise.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
669,BRUCE BANNER,I’ll be Tony Stark.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
670,THOR,What?,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
671,BRUCE BANNER,Yeah.  Tony and the gypsy.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
672,THOR,"No, no you’re not Tony.  You’re Bruce Banner. ",Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
673,BRUCE BANNER,Then why did you dress me up like Tony?,Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
674,THOR,Because you were naked.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
675,BRUCE BANNER,"Okay, I’ll give you that.",Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
676,THOR,What are you doing?  Stop doing that!,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
677,BRUCE BANNER,Tony wears his pants super tight!,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
678,THOR,Why are you being so weird?,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
679,BRUCE BANNER,I don’t know. Maybe the fact that I was trapped for two years inside of a monster made me a little weird.,Thor: Ragnarok,2017.0,22,False,False,False,True,True,True,False,False,False,False,False
680,THOR,"Hey.  It’s okay.  You’re good. Calm down.  Come on.  Listen, we’re gonna go to Asgard and you’re not gonna have to think about the Hulk ever again. All right? ",Thor: Ragnarok,2017.0,34,False,False,False,True,True,True,False,False,False,False,False
681,BRUCE BANNER,All right.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
682,THOR,This is bad.  Banner!  Banner!,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
683,THOR,Hi.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
684,VALKYRIE,Hi.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
685,THOR,I was gonna do that.,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
686,VALKYRIE,"Yeah, well, I did it first. ",Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
687,THOR,That’s good.  What are you doing here?,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
688,VALKYRIE,What are you doing here?  I thought you were leaving.,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
689,THOR,I got sidetracked.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
690,VALKYRIE,What’s with the...,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
691,THOR,It’s my disguise.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
692,VALKYRIE,But I can see your face.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
693,THOR,"Not when I do this, you can’t. Your hair looks nice. I like what you did with it. Change it? Washed it maybe?",Thor: Ragnarok,2017.0,23,False,False,False,True,True,True,False,False,False,False,False
694,BRUCE BANNER,What are those things on her eyes? Are those the people that she’s killed? She’s so beautiful and strong...,Thor: Ragnarok,2017.0,19,False,False,False,True,True,True,False,False,False,False,False
695,VALKYRIE,Who is this guy?,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
696,THOR,He’s a friend.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
697,BRUCE BANNER,Who?  Me?  I’m Bruce.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
698,VALKYRIE,I feel like I know you.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
699,BRUCE BANNER,I feel like I know you too.,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
700,VALKYRIE,"Look, I’ve spent years in a haze trying to forget my past.  Sakaaar seemed like the best place to drink and forget and to die one day. ",Thor: Ragnarok,2017.0,29,False,False,False,True,True,True,False,False,False,False,False
701,THOR,"I was thinking that you drink too much, and that probably was going to kill you. ",Thor: Ragnarok,2017.0,17,False,False,False,True,True,True,False,False,False,False,False
702,VALKYRIE,"I don’t plan to stop drinking, but I don’t want to forget.  I can’t turn away anymore.  So, if I’m donna to die, well... it may as well be driving my sword through the heart of that murderous hag. ",Thor: Ragnarok,2017.0,42,False,False,False,True,True,True,False,False,False,False,False
703,THOR,Good.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
704,VALKYRIE,Yeah.  So I’m saying that I wanna be on the team. Has it got a name?,Thor: Ragnarok,2017.0,17,False,False,False,True,True,True,False,False,False,False,False
705,THOR,"Yeah, it’s called the Revengers. ",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
706,VALKYRIE,Revengers?,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
707,THOR,Because I’m getting revenge. You’re getting revenge. Do you want revenge?,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
708,BRUCE BANNER,I’m undecided.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
709,THOR,Okay.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
710,VALKYRIE,"Also, I’ve got a peace offering.",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
711,LOKI,Surprise.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
712,LOKI,OW!,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
713,THOR,Just had to be sure.,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
714,LOKI,"Hello, Bruce. ",Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
715,BRUCE BANNER,"So, last time I saw you, you were trying to kill everybody.  Where are you at these days? ",Thor: Ragnarok,2017.0,20,False,False,False,True,True,True,False,False,False,False,False
716,LOKI,It varies from moment to moment.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
717,THOR,Is that... a Dragonfang?,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
718,VALKYRIE,It is.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
719,THOR,My God.  This is the famed sword of the Valkyrie.,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
720,VALKYRIE,Sakaar and Asgard are about as far apart as any two known systems. Our best bet is a wormhole just outside the city limits. A nice clean wormhole outside the city.,Thor: Ragnarok,2017.0,31,False,False,False,True,True,True,False,False,False,False,False
721,VALKYRIE,Refuel on Xandar and be back in Asgard in around 18 months.,Thor: Ragnarok,2017.0,12,False,False,False,True,True,True,False,False,False,False,False
722,THOR,Nope. We’re going through that one.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
723,VALKYRIE,The Devil’s Anus?,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
724,BRUCE BANNER,"Wait, whose anus are we going through? ",Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
725,THOR,"For the record, I didn’t know it was called that when I picked it. ",Thor: Ragnarok,2017.0,15,False,False,False,True,True,True,False,False,False,False,False
726,BRUCE BANNER,That looks like a collapsing neutron star inside of an Einstein- Rosen Bridge.,Thor: Ragnarok,2017.0,13,False,False,False,True,True,True,False,False,False,False,False
727,VALKYRIE,We need another ship.  That would tear mine to pieces.,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
728,THOR,She’s right.  We need one that can withstand the geodetic strain from the singularity.,Thor: Ragnarok,2017.0,15,False,False,False,True,True,True,False,False,False,False,False
729,BRUCE BANNER,And has an offline power steering system that could also function without the on-board computer.,Thor: Ragnarok,2017.0,15,False,False,False,True,True,True,False,False,False,False,False
730,VALKYRIE,"And we need one with cup holders, because we’re gonna die.  So, drinks! ",Thor: Ragnarok,2017.0,15,False,False,False,True,True,True,False,False,False,False,False
731,BRUCE BANNER,Do I know you?  I feel like I know you.,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
732,VALKYRIE,"I feel like I know you, too. It’s weird. ",Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
733,THOR,"What do you say, doctor?  Uncharted metagalactic travel through a volatile cosmic gateway. Talk about an adventure.",Thor: Ragnarok,2017.0,18,False,False,False,True,True,True,False,False,False,False,False
734,BRUCE BANNER,We need a ship.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
735,THOR,Need a ship.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
736,VALKYRIE,"There are one or two ships, absolute top-of-the-line models-- ",Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
737,LOKI,"I don’t mean to impose, but the Grandmaster has a great many ships. I may eve have stolen the access codes to his security system.",Thor: Ragnarok,2017.0,25,False,False,False,True,True,True,False,False,False,False,False
738,VALKYRIE,And suddenly you’re overcome with an urge to do the right thing.,Thor: Ragnarok,2017.0,12,False,False,False,True,True,True,False,False,False,False,False
739,LOKI,"Heavens, no. I’ve run out of favor with the Grandmaster. And in exchange for codes and access to a ship I’m asking for safe passage...through the anus. ",Thor: Ragnarok,2017.0,28,False,False,False,True,True,True,False,False,False,False,False
740,THOR,You’re telling us you can get us access into the garage without setting off any alarms?,Thor: Ragnarok,2017.0,16,False,False,False,True,True,True,False,False,False,False,False
741,LOKI,"Yes, brother. I can. ",Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
742,BRUCE BANNER,"Okay, can I just... A quick FYI, I was just talking to him just a couple minutes ago and he was totally ready to kill any of us. ",Thor: Ragnarok,2017.0,29,False,False,False,True,True,True,False,False,False,False,False
743,VALKYRIE,He did try to kill me.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
744,THOR,"Yes, me too.  On many, many occasions.  There was one time when we were children, he transformed himself into a snake, and he knows that I love snakes.  So, I went to pick up the snake to admire it and he transformed back into himself and he was like, “Yeah, it’s me!” And he stabbed me.  We were eight at the time.",Thor: Ragnarok,2017.0,66,False,False,False,True,True,True,False,False,False,False,False
745,VALKYRIE,"If we’re boosting a ship, we’re gonna need to draw some guards away from the palace. ",Thor: Ragnarok,2017.0,17,False,False,False,True,True,True,False,False,False,False,False
746,LOKI,Why not set the beast loose?,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
747,THOR,Shut up.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
748,VALKYRIE,You guys have a beast?,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
749,THOR,"No, there’s no beast. He’s just being stupid.  We’re going to start a revolution. ",Thor: Ragnarok,2017.0,16,False,False,False,True,True,True,False,False,False,False,False
750,BRUCE BANNER,Revolution?,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
751,THOR,I’ll explain later.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
752,VALKYRIE,Who’s this guy again?,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
753,THOR,I’ll explain later.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
754,KORG,"Is that some sort of protoplasm, all the stuff that’s coming out of you?  Or are they eggs?  Looks like eggs.",Thor: Ragnarok,2017.0,23,False,False,False,True,True,True,False,False,False,False,False
755,VALKYRIE,I’m looking for Korg.,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
756,KORG,"Who’s asking?  I know you’re asking. Is anyone else asking, or is it just you?",Thor: Ragnarok,2017.0,16,False,False,False,True,True,True,False,False,False,False,False
757,VALKYRIE,The Lord of Thunder sends his best.,Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
758,KORG,My revolution has begun...,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
759,GRANDMASTER,Revolution?  How did this happen?,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
760,TOPAZ,Don’t know.  But the Arena’s mainframe for the Obedience Disks have been deactivated and the slaves have armed themselves.,Thor: Ragnarok,2017.0,20,False,False,False,True,True,True,False,False,False,False,False
761,GRANDMASTER,Oh! I don’t like that word!,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
762,TOPAZ,Mainframe?,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
763,GRANDMASTER,"No.  Why would I not like “mainframe?”  No, the “S” word. ",Thor: Ragnarok,2017.0,14,False,False,False,True,True,True,False,False,False,False,False
764,TOPAZ,"Sorry, the “prisoners with jobs” have armed themselves. ",Thor: Ragnarok,2017.0,9,False,False,False,True,True,True,False,False,False,False,False
765,GRANDMASTER,"Okay, that’s better.",Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
766,THOR,"Hey, so listen, we should talk. ",Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
767,LOKI,I disagree.  Open communication was never our family’s forte.,Thor: Ragnarok,2017.0,10,False,False,False,True,True,True,False,False,False,False,False
768,THOR,You have no idea.  I’ve had quite the revelation since we spoke last.,Thor: Ragnarok,2017.0,14,False,False,False,True,True,True,False,False,False,False,False
769,THOR,Hello!,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
770,LOKI,Hi!,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
771,LOKI,"Odin brought us together, it’s almost poetic that his death should split us apart.  We might as well be strangers now.  “Two sons of the crown” set adrift.",Thor: Ragnarok,2017.0,30,False,False,False,True,True,True,False,False,False,False,False
772,THOR,Thought you didn’t want to talk about it?,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
773,LOKI,Here’s the thing. I’m probably better off staying here on Sakaar.,Thor: Ragnarok,2017.0,11,False,False,False,True,True,True,False,False,False,False,False
774,THOR,That’s exactly what I was thinking.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
775,LOKI,...Did you just agree with me?,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
776,THOR,"This place is perfect for you. It’s savage, chaotic, lawless. Brother, you’re going to do GREAT here. ",Thor: Ragnarok,2017.0,18,False,False,False,True,True,True,False,False,False,False,False
777,LOKI,Do you truly think so little of me?,Thor: Ragnarok,2017.0,8,False,False,False,True,True,True,False,False,False,False,False
778,THOR,"Loki, I thought the world of you. I thought we were gonna fight side by side forever. But, at the end of the day, you’re you, I’m me... I don’t know, maybe there’s still good in you, but let’s be honest, our paths diverged a long time ago.",Thor: Ragnarok,2017.0,48,False,False,False,True,True,True,False,False,False,False,False
779,LOKI,It’s probably for the best that we never see one another again.,Thor: Ragnarok,2017.0,12,False,False,False,True,True,True,False,False,False,False,False
780,THOR,That’s what you always wanted.,Thor: Ragnarok,2017.0,5,False,False,False,True,True,True,False,False,False,False,False
781,THOR,"Hey, let’s do “Get Help.” ",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
782,LOKI,What?,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
783,THOR,“Get Help.”,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
784,LOKI,No.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
785,THOR,"Come on, you love it. ",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
786,LOKI,I hate it.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
787,THOR,It’s great. IT works every time.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
788,LOKI,It’s humiliating.,Thor: Ragnarok,2017.0,2,False,False,False,True,True,True,False,False,False,False,False
789,THOR,Do you have a better plan?,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
790,LOKI,No.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
791,THOR,We’re doing it.,Thor: Ragnarok,2017.0,3,False,False,False,True,True,True,False,False,False,False,False
792,LOKI,We are not doing “Get Help.”,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
793,THOR,"Get help! Please! My brother, he’s dying.",Thor: Ragnarok,2017.0,7,False,False,False,True,True,True,False,False,False,False,False
794,THOR,Get help! Help him!,Thor: Ragnarok,2017.0,4,False,False,False,True,True,True,False,False,False,False,False
795,THOR,Classic.,Thor: Ragnarok,2017.0,1,False,False,False,True,True,True,False,False,False,False,False
796,LOKI,I still hate it. It’s humiliating.,Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
797,THOR,"Not for me, it’s not. ",Thor: Ragnarok,2017.0,6,False,False,False,True,True,True,False,False,False,False,False
