,0,words,is_character_name,is_dialogue
522,"SCOTT KICKS THE REAR DOORS OPEN, EXPOSING THE QUANTUM TUNNEL.",10,0,0
521,THROUGH HIS TROOPS.  HE TRACKS THEIR PATH TO...THE VAN.,10,0,0
549,THANOS PULLS THE POWER STONE FROM ITS HOUSING AND PUNCHES,10,0,0
443,"STEVE TAKES IN HIS REINFORCEMENTS, THEN STARES OUT AT THANOS.",10,0,0
485,"ACROSS THE FIELD...WANDA LIFTS THANOS INTO THE AIR, RIPS HIS",10,0,0
13,"FROM HIGH OVERHEAD, WE WATCH THE BENATAR DRIFT IN SPACE.",10,0,0
506,"ALL AROUND THE FIELD, THE RELENTLESS BARRAGE PINS DOWN OUR",10,0,0
457,"LUIS’ VAN SITS SURROUNDED BY THOUSANDS OF ALIENS, DEEP BEHIND",10,0,0
504,FAST ENOUGH.  A BLAST KNOCKS PETER TO THE GROUND.,10,0,0
441,"HE OPENS HIS HUGE HAND, RELEASING ROCKET, SMART HULK, AND",10,0,0
503,"VALKYRIE SPURS INTO HIGH GEAR, DODGING CANNON FIRE... BUT NOT",10,0,0
490,THE SANCTUARY-2 FIRES DOWN WITH EVERYTHING IT HAS.  SAKAARANS,10,0,0
493,"PEPPER CUTS DOWN AN ALIEN, THEN SPOTS SOMETHING OFF SCREEN.",10,0,0
477,"WANDA UNLEASHES A STORM OF RED ENERGY, HURLING WRECKAGE AT",10,0,0
82,SMART HULK AND ROCKET WALK THROUGH TOWN.  ASGARDIANS IN,10,0,0
315,"FIFTY FEET AWAY, AT THE MONOLITHS, NATASHA AND CLINT HUDDLE.",10,0,0
547,CLOSING HIS FIST.  HE HEADBUTTS HER...BUT SHE DOESN’T MOVE.,10,0,0
338,THEN SMART HULK REACHES OUT HIS HAND...AND SNAPS HIS FINGERS.,10,0,0
213,"THEN LOKI CALMLY REACHES DOWN WITH HIS MANACLED HANDS, GRASPS",10,0,0
327,& STEVE THE TESSERACT.  NEBULA RETRACTS HER TIME SUIT.,10,0,0
160,"CHARIOT, RIPPING IT IN HALF.  HE ROARS, LEAPING AWAY.",10,0,0
161,CHEST AND BLASTS BRUCE BANNER RIGHT OUT OF SMART HULK.,10,0,0
323,"THE PENCIL FINALLY CLATTERS TO A STOP AS... WHOOSH, CLINT",10,0,0
320,BOOM!  AN EXPLODING ARROW KNOCKS HER OFF HER FEET.,10,0,0
546,"CAROL ARRIVES.  SHE GRABS THE GLOVE, PREVENTING HIM FROM",10,0,0
306,SHE PRIES OFF THE ORANGE PANEL FROM GOOD NEBULA’S HEAD.,10,0,0
566,"VANISH FROM THE SKY.  CULLS, CHITAURI, ALL BLOW AWAY...",10,0,0
35,"WHOOSH!  THE BENATAR ARRIVES ABOVE AN OMINOUS, ORANGE PLANET.",10,0,0
71,THE CAPACITOR GLOWS.  A HOLO-MAN DRIFTS INTO A CIRCULAR,10,0,0
274,"BOOTS POUND ACROSS THE ROCKS.  NEBULA RUNS FLAT OUT,",10,0,0
563,"ALL AROUND THE FIELD, SAKAARANS AND OUTRIDERS FOLD IN ON",10,0,0
273,"ZZZT.  ON THE FLOOR, NEBULA’S EYES SNAP OPEN, HORRIFIED.",10,0,0
260,"BACK IN THE INTERROGATION CELL, BAD NEBULA’S EYE BEAMS: IN",10,0,0
570,"ROOTS OF A TREE, ARMOR SMOKING, ARM WITHERED AND BLACKENED.",10,0,0
172,BAD NEBULA CUTS DOWN A KORBINITE SOLDIER WITH DUAL BLADES.,10,0,0
253,"WHIR, CLICK.  TWO HUGE, STONE DOORS SLIDE OPEN, REVEALING",10,0,0
179,"ALIENS RUN FOR COVER, SCREAMING.  SOMETHING CUTS THEM DOWN...",10,0,0
180,"A SMALL FIGHTER FLIES IN, STRAFING HIM.  NEVER BREAKING",10,0,0
250,PULL BACK TO...NEBULA AND RHODEY WATCHING FROM BEHIND A ROCK.,10,0,0
63,"SCOTT LANG’S FACE FILLS A SCREEN, LUIS’ VAN BEHIND HIM.",10,0,0
54,A MEANDERING RAT CRAWLS ONTO THE CONTROLS.  IT ACCIDENTALLY,10,0,0
49,"IT READS, “WHERE DO WE GO, NOW THAT THEY’RE GONE?”",10,0,0
210,"BUT AS TONY PASSES THE STAIRWELL DOOR...HULK BANGS IT OPEN,",10,0,0
228,BACK ON THE ROOF...THE ANCIENT ONE PLUCKS MORE STONES FROM,10,0,0
224,SHE GESTURES.  OUR CAMERA ZOOMS INTO THE BLACKENED TUNNEL...,10,0,0
272,EBONY MAW GESTURES: CABLES WRAP AROUND NEBULA’S NECK.  SHE,10,0,0
344,"FROM HIGH OVERHEAD, WE SEE THE TIME ENERGY SIGNATURE SHOOT",10,0,0
331,"GAUNTLET.  NANO-TECH SHIFTS AND SLIDES, HOLDING IT IN PLACE.",10,0,0
102,"A MASKED FIGURE HEADS UP, STOPPING MOMENTARILY TO DRAW HIS",10,0,0
377,"THANOS STUMBLES, ON HIS HEELS.  THE HEROES PUNISH HIM,",10,0,0
99,TIRES SQUEALING AS THE BIKE SPINS HELPLESSLY ON ITS SIDE.,10,0,0
27,"IN A HOSPITAL BED, PEPPER AND BANNER AT HIS SIDE.",10,0,0
100,"CAMERA TURNS TOWARD AN ALCOVE, WHERE A YAKUZA THUG TUMBLES",10,0,0
93,"WINDOW, TATTOOED DRIVER SLUMPED OVER THE WHEEL, GUN IN HAND.",10,0,0
91,"A TERRIFIED HOSTESS DARTS FROM COVER, WIPING AWAY THE CHYRON.",10,0,0
407,"ROCKET, RHODEY, AND SMART HULK GULP AIR, INCHES FROM THE",10,0,0
374,"THANOS DRAWS A BLADE OFF HIS BACK, TOWERING OVER THEM.",10,0,0
104,"BEHIND THE SMOKED GLASS OF SECOND FLOOR WINDOWS, THE FIGURE",10,0,0
106,"CRASH, THE THUG COMES SMASHING THROUGH THE WINDOW.  THUD.",10,0,0
95,"PULL ONTO THE SIDEWALK, TURNING JUST AS A MOTORCYCLE CRASHES,",10,0,0
98,"WHFT-WHFT, TWO ARROWS SEND THE RIDER SKIDDING INTO A WALL,",10,0,0
409,"THANOS SMASHES HIS FIST INTO THOR’S FACE, OVER AND OVER.",10,0,0
77,SMART HULK PULLS A LEVER.  SCOTT SHRINKS TO NOTHING.,10,0,0
131,"CLINT WAITS ALONE ON THE PLATFORM, WEARING THE TIME SUIT.",10,0,0
357,"GOOD ARM, HIS OTHER ARM BURNED AND LIFELESS.  BELOW...",10,0,0
412,"STEVE ATTACKS, CRACKING THANOS IN THE JAW.  THANOS TUMBLES.",10,0,0
137,"LOKI’S SCEPTER, THE TESSERACT, THE EYE OF AGAMOTTO, THE ORB,",10,0,0
353,BOOM!  THE BUILDING EXPLODES.  DEBRIS SWALLOWS THE CAMERA.,10,0,0
141,EVERYONE EYES THE TANGLE OF LINES CONNECTING SIX STONES TO,10,0,0
116,STARE AT AKIHIKO THROUGH A BLACK MASK.  THEY BATTLE.,10,0,0
90,"AS WE PULL BACK...THE MUSIC FADES, REPLACED BY A SOFT CRYING.",11,0,0
86,"THOR GRABS HULK’S SHIRT, INTENSE.  KORG RISES FROM THE COUCH.",11,0,0
545,THANOS SLIPS ON THE GAUNTLET.  BUT BEFORE HE CAN SNAP...,11,0,0
88,"BLOOD POOLS BENEATH DEAD YAKUZA THUGS, UZIS JUST OUT OF REACH",11,0,0
143,DAWN RISES OUTSIDE HUGE WINDOWS.  OUR HEROES MARCH PAST IN,11,0,0
513,"BOOM!  THE COMET TEARS THROUGH THE SANCTUARY-2, RIGHT OUT THE",11,0,0
168,AS SHE LOWERS THE ESCAPE POD FROM THE NOW FULL-SIZED BENATAR.,11,0,0
142,FOUR LOCATIONS TO TWO YEARS TO TEN HEROES.  IT’S INSANE.,11,0,0
167,STIFF WINDS PELT THE SURFACE OF MORAG.  RHODEY STEERS NEBULA,11,0,0
516,"THROUGH THE HULL.  BOOM!  THE SHIP LISTS, ENGINES EXPLODING.",11,0,0
107,WHIP THROUGH THE RAIN TO THE UPPER FLOORS OF THE BUILDING.,11,0,0
73,"HOWARD STARK, PEGGY CARTER & HANK PYM UNDER A SHIELD SYMBOL.",11,0,0
119,"NATASHA STEPS INTO A POOL OF LIGHT, A LARGE BLACK UMBRELLA",11,0,0
159,"JUST THEN, ON THE ROOF OPPOSITE, A1 HULK TACKLES A CHITAURI",11,0,0
155,THE BATTLE OF NEW YORK RAGES.  CHITAURI CHARIOTS ZOOM OVER,11,0,0
139,FIND ROCKET AS HE SLURPS FROM A CONTAINER OF LO MEIN.,11,0,0
169,"BESIDE THE POD, RHODEY AND NEBULA WATCH THE BENATAR TAKE OFF.",11,0,0
218,"STEVE GENTLY LAYS THE SCEPTER DOWN, AND PULLS OFF HIS SHIELD.",11,0,0
417,HE WHIPS OFF HIS HELMET AND ATTACKS STEVE WITH HIS BLADE.,11,0,0
12,TONY AND NEBULA MEND THE EMPTY FUEL CELLS UNDER THE FLOOR.,11,0,0
356,"SMART HULK GRITS HIS TEETH, HOLDING UP THE CEILING WITH ONE",11,0,0
361,THE CRACKED CEILING GIVES WAY.  A MILLION GALLONS OF RIVER,11,0,0
363,"REVEAL, TINY SCOTT LYING IN THE RUINS OF THE ARMORY...ON THE",11,0,0
365,WATER DRIPS FROM A HOLE IN THE ROOF OF AN ACCESS,11,0,0
367,CLINT GRABS THE GAUNTLET AND RUNS.  THE CREATURES GIVE CHASE.,11,0,0
20,SAM WILSON.  SECRETARY ROSS.  SHARON CARTER.  SCOTT LANG.,11,0,0
370,CRACK!  LIGHTNING STRIKES AS HE’S COVERED IN CAPE AND ARMOR.,11,0,0
372,"TONY APPROACHES, WARY, AS IF SNEAKING UP ON A RABID DOG.",11,0,0
375,JUST AS THOR CHARGES THANOS.  WHAM!  ALL THREE AVENGERS,11,0,0
551,"THE FIELD GOES QUIET.  NOW, NOTHING STANDS IN THANOS’ WAY.",11,0,0
444,PAN ACROSS OUR HEROES AS STEVE CALLS MJOLNIR TO HIS HAND.,11,0,0
380,GAMORA STEPS INTO THE CELL.  THE TWO SISTERS FROM DIFFERENT,11,0,0
382,SMART HULK STRAINS AGAINST THE CEILING.  RHODEY HANGS ONTO A,11,0,0
387,A RAGING RIVER ROARS THROUGH THE RUINS.  AFTER A BEAT...SCOTT,11,0,0
405,"MJOLNIR PLOWS INTO THE DIRT.  TONY GOES TUMBLING, OUT COLD.",11,0,0
408,"CEILING, FACING THE END.  RHODEY GLANCES OVER AT SMART HULK.",11,0,0
435,"FROM A FOURTH: PEPPER POTTS (IN RESCUE ARMOR), HOPE VAN DYNE,",11,0,0
413,"BEFORE THE TITAN CAN GET UP, STEVE CALLS DOWN THE LIGHTNING",11,0,0
416,"THANOS GETS TO HIS FEET, A FAINT SMILE ON HIS FACE.",11,0,0
346,WHOOSH!  EVERYTHING COMES BACK INTO VIEW.  THE GAUNTLET FALLS,11,0,0
220,"THE COMPASS FALLS OUT, OPENING TO REVEAL PEGGY’S PICTURE.  A1",11,0,0
459,STEVE SURVEYS THE FIELD: AN ARMY STANDS BETWEEN THEM AND THE,11,0,0
486,"ARMOR OFF IN PIECES, THEN SLAMS HIM BACK TO THE GROUND.",11,0,0
496,"THE BANK.  MORE WIZARDS JOIN, CREATING A HUGE “RUNE LEVEE.”",11,0,0
495,STRANGE AND WONG CONJURE TWO HUGE RUNE SHIELDS TO SHORE UP,11,0,0
243,CLOSE ON A PAIR OF MODERN BOOTS BENEATH AN ASGARDIAN GOWN.,11,0,0
45,"HITS THE FLOOR, FOLLOWED BY THE THUD OF HIS HUGE FRAME.",11,0,0
491,AND JABARI ALIKE GO FLYING AS EVERY SQUARE INCH GETS HIT.,11,0,0
257,"SHE GRABS THE ORB...BUT THE WEB GRIPS HER, FRYING HER ARM.",11,0,0
421,THOUSANDS OF ALIENS RING THE LIP OF THE CRATER: THE BLACK,11,0,0
345,FROM THE HANGAR.  AN OMINOUS RIPPLE WARPS ACROSS THE SKY...,11,0,0
483,T’CHALLA TURNS TO SEE PETER WHIZZING PAST.  HE HURLS THE,11,0,0
279,"THEY STARE AT EACH OTHER, THEN...CLICK.  THEY BOTH HIT THEIR",11,0,0
567,"LEAVING THANOS STANDING ALONE.  AFTER A LONG MOMENT, HE SITS",11,0,0
300,BAD NEBULA PUNCHES GOOD NEBULA DOWN.  GOOD NEBULA GROANS AS,11,0,0
310,"THEY HEAR SOMETHING.  THEY WHIRL, WEAPONS UP.  A HOODED",11,0,0
325,"SMART HULK HOLDS THE EYE OF AGAMOTTO, SCOTT HAS THE SCEPTER,",11,0,0
469,ACROSS THE FIELD...SCOTT AND HOPE FLY OVER A LONG PLATOON OF,11,0,0
468,"CLINT HANDS THE GAUNTLET TO T’CHALLA, WHO TUCKS IT AND RUNS.",11,0,0
326,"RHODEY THE ORB, ROCKET & THOR THE EXTRACTION DEVICE, AND TONY",11,0,0
230,HE PUTS THE TIME STONE BACK.  THE BLACK TIMELINE DISAPPEARS.,11,0,0
222,SPINNING IN UNISON.  A TUNNEL OF GOLDEN LIGHT POURS FORTH.,11,0,0
6,NO ONE CAN BE SEEN FOR A HUNDRED YARDS IN ALL DIRECTIONS.,12,0,0
571,"RHODEY RUSHES TO HIM, BUT WITH ONE LOOK, HE KNOWS IT’S TOO",12,0,0
337,TAKING IN THE POWER AS THANOS DID IN ML1.  HE STRUGGLES.,12,0,0
518,"CAROL LANDS IN FRONT OF A DAZED PETER PARKER, WHO STILL HOLDS",12,0,0
87,A KARAOKE BAR LIES IN RUINS AS A TINNY POP SONG PLAYS.,12,0,0
115,RACK UP TO GET OUR BEST LOOK YET AT...RONIN.  HARD-SET EYES,12,0,0
74,SCOTT WAITS IN HIS ANT-MAN 2 QUANTUM SUIT IN FRONT OF THE,12,0,0
173,BLAM!  A GRENADE KNOCKS BAD NEBULA TO HER KNEES.  TWO,12,0,0
66,SMART HULK ROLLS UP A PIZZA AND EATS IT LIKE A BURRITO.,12,0,0
62,"THEN, WE HEAR A PING.  NATASHA SWIPES TO A CCTV DISPLAY:",12,0,0
48,A POSTER SHOWS A SINGLE FIGURE STARING AT A GROUP OF SHADOWS.,12,0,0
225,TUNNEL POV: HUNDREDS OF PEOPLE RUN AS WE FLY OVER A CROWDED,12,0,0
231,"SHE REMOVES THE TIME STONE FROM THE EYE, HANDING IT TO HIM.",12,0,0
248,WHERE A DARK ELF WARSHIP DECLOAKS.  SHE REACHES FOR A SWORD.,12,0,0
44,SWOOSH.  THOR’S AXE SEVERS THANOS’ HEAD FROM HIS BODY.  IT,12,0,0
259,SHE HANDS HIM THE ORB WITH JUST THE GHOST OF A SMILE.,12,0,0
294,PULL BACK: THE ANT CRAWLS IN AN ANTFARM ON A LAB SHELF.,12,0,0
37,"JUST THEN, CAROL FLIES UP TO THE OTHER SIDE OF THE GLASS.",12,0,0
304,"BAD NEBULA SMACKS HER THE HARDEST YET, THEN LEANS IN WITH A",12,0,0
269,WHUMP.  THOR CUTS OFF THANOS’ HEAD.  THE VIEW LINGERS AS,12,0,0
336,"HE SLOWLY SLIPS HIS HAND IN THE GLOVE.  SUDDENLY, HE SPASMS,",12,0,0
339,CRAAAACK!  THE STONES FLARE.  A BRIGHT SURGE OF ENERGY RACES,12,0,0
340,UP SMART HULK’S ARM.  HE ROARS AS HIS EYES BLAZE GREEN.,12,0,0
500,"A MORTAR BLAST KNOCKS HIM OUT OF THE SKY, BUT PEPPER POTTS",12,0,0
342,"SHE OPENS A PANEL IN HER ARM, SNAKES OUT A CABLE...AND JACKS",12,0,0
351,"AT THE WINDOW, SCOTT STARES AT A BIRD FEEDER.  DOZENS OF",12,0,0
360,"RHODEY WEDGES A PIECE OF REBAR INTO THE DEBRIS.  HE HEAVES,",12,0,0
445,THOR LETS LOOSE A BATTLE CRY AS HE CHARGES!  EVERYONE FOLLOWS,12,0,0
362,WATER RUSH IN.  RHODEY TRIES TO KEEP HIS HEAD ABOVE WATER.,12,0,0
395,"BAD NEBULA FIRES AT GAMORA, JUST AS GOOD NEBULA DRAWS A GUN",12,0,0
427,PULL BACK...TO SEE A PORTAL OPENING IN THE DISTANCE.  OUT OF,12,0,0
24,FAMILY.  QUILL.  DRAX.  MANTIS.  GROOT.  PETER PARKER.,12,0,0
111,LANDING ON THE METAL AWNING OF A NOODLE SHOP.  HE ROLLS TO,13,0,0
136,BUT HIS BODY STARTS TO GLOW.  0.01-  CLINT VANISHES.  THE,13,0,0
23,JANE FOSTER.  ERIK SELVIG.  WONG.  DR. STRANGE.  THE BARTON,13,0,0
403,THANOS SNATCHES TONY BY THE ANKLE  AND USES HIM AS A SHIELD,13,0,0
318,SHE FIRES A WIDOW’S BITE INTO HIS CHEST AND MAKES A BREAK FOR,13,0,0
227,MOVE UP TO SEE DORMAMMU IN THE SKY.  HE OPENS HIS MOUTH...,13,0,0
237,"BODY QUIVERS.  AFTER A BEAT, A BEAM SHOOTS OUT OF HER EYE...",13,0,0
254,NEBULA AND RHODEY.  SHE STEPS IN.  RHODEY TRIES TO STOP HER.,13,0,0
532,"SHE PUTS HER HEAD DOWN, FLYING FOR ALL SHE’S WORTH.  BUT JUST",13,0,0
183,"A1 THOR, A1 STEVE, A1 TONY, A1 HULK, AND A1 CLINT (THE ICONIC",13,0,0
418,BLOW AFTER BLOW.  IT’S ALL STEVE CAN DO TO GET HIS SHIELD UP.,14,0,0
153,"THE BATTLE OF NEW YORK RAGES.  IN THE MIDDLE OF IT ALL, THE",14,0,0
0,F O R  Y O U R  C O N S I D E R AT I O N,21,0,0
